title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types
Ngee Ann City,"I've had several concerning experiences with Lift 1 in Ngee Ann City Tower A. There have been multiple occasions where the lift stopped unexpectedly in the middle of floors, skipped the floor I or the other users selected, or even went up briefly before coming back down.
While it never dropped, these malfunctions are worrying and disruptive. I've also heard from several other lift users experiencing similar issues. The lift was supposed to go up, but it often skips the middle floors entirely. It's crucial for the management to address these issues promptly to ensure safety and reliability for all users.",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJ_7pt85EZ2jERPfKpmuwrzys,https://maps.google.com/?cid=3156790159017112125&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Wisma Atria,"Arrived at Wisma Atria concierge to only see the signage “will be back in 15 mins” placed on the countertop. Waited for more than 15 minutes with no sight of any concierge staff. This is really disappointing as there is no knowing of when the concierge staff will return. There should be an indication of the timing that the staff will be back as 15 minutes is very vague. Moreover even after waiting at the counter for more than 15 minutes, the staff still has not appeared. In the end, redemption of vouchers for spending more than $1000 is not possible even though it’s by no fault of consumer.",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJSZHC-I0Z2jERm8BlwXqhcfc,https://maps.google.com/?cid=17830209948339257499&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"shopping_mall, point_of_interest, establishment"
Wisma Atria,"I have repeatedly tried contacting the Tory Burch outlets at Wisma Atria and Marina Bay Sands, but no one at either store consistently answers the phone. This lack of ownership and diligence in handling customer inquiries is very frustrating. Calls go unanswered for days, which is unacceptable for any brand that values its customers.

While one staff member went above and beyond by helping me outside her working hours, this should not be an exception. All employees should be trained and reminded to answer phone calls promptly, regardless of how busy the store is. Prompt, attentive service is crucial to ensure customers feel respected and valued.",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJSZHC-I0Z2jERm8BlwXqhcfc,https://maps.google.com/?cid=17830209948339257499&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"shopping_mall, point_of_interest, establishment"
Starbucks Parkland Green,"So we ordered our strawberry acai lemonade, both staffs were NOT working on our drink after I waited for 15mins, while I am typing this review, our drink is still not done yet.

You can see from the photos, they are doing  their own things.

Ps: only when we approach her, she started doing our drinks. Oh my

Starbucks, please explain this behaviour",False,False,,Cafe,0,1.0,not spam,bad,ChIJZ2M_wnAY2jERYin8sHprSEo,https://maps.google.com/?cid=5352646331829332322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"cafe, coffee_shop, food_store, store, point_of_interest, food, establishment"
Starbucks Parkland Green,"Waited 1 hour to order 2 coffees. This is the weekend at 930am and am still waiting after the hour , there was only 1 lady behind the counter running in between taking orders and making coffee, other lady washing dishes behind?  I can hear everyone getting frustrated.  Level of service is absolutely horrifying for Starbucks, the management should look into this.",False,False,,Cafe,0,1.0,not spam,bad,ChIJZ2M_wnAY2jERYin8sHprSEo,https://maps.google.com/?cid=5352646331829332322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"cafe, coffee_shop, food_store, store, point_of_interest, food, establishment"
Holland Village MRT Station (CC21),"Very rude female malay cleaner at Holland Village MRT Station who SHOUTED at us and CUSSED at us using malay words that I mostly couldn’t understand (except for the word “babi” which I understood, but I’m much skinnier than her so idk what she’s on about LOL)

My partner had VERY VERY URGENT needs to visit the toilet but it was unfortunately under cleaning. He decided to try his luck by entering the toilet and politely asking the cleaner if he could still use the toilet because it was the nearest one to us. But before he could finish his sentence, he was SHOUTED at by the cleaner and told to GET OUT because he’s dirtying the toilet.

When I confronted her outside of the toilet, asking her why she had to be so rude,
she became defensive (LMAO) and shouted at me, asking me how she was rude. She also cussed at me using malay words.

This is really low class behaviour and I have filed a complaint to SMRT about her. Not sure if anything will be done to her so I’m leaving a review here for fellow SMRT goers to take note when you visit the toilet there.

Can’t believe SMRT allow such an ill-mannered, uncultured and rude person to represent them. Disgusting.",False,True,,Railway services,0,1.0,not spam,bad,ChIJ1yBe2Hsb2jER8wHVEW0wXW0,https://maps.google.com/?cid=7880508167976976883&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
Suntec City,"This is a disappointing experience.  I paid $12.30 and what I received was less than half filled,The same order I made at Chinatown was so much better. The standard is so different.  The ingredients are so miserable,  a few pieces of the bell peppers and some onions shallot.",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJ20X__K4Z2jERRE8GRs-d8HE,https://maps.google.com/?cid=8210235634255023940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Suntec City,"CANCELLATION of membership without warning
*Warning* *Personal Views* Don't shopped here just because of the member benefits. Please read below.

Received a email from suntec+ team on 13th Aug that they will be requesting BANK CARD TRANSACTION STATEMENT on 6 Aug from me to prove that the transactions made on that day will made by me. Out of 11 transactions, 9 was charged to my card while the other 2 transaction, which i was unable to provide, as they were made by my companions, who went out with me.

Spent $20k within a year in Suntec but in the end was received this type of treatment. Really disappointed with their team. I hope the 'sudden investigation' were conducted to every Suntec member and not just to a selected/targeted ""members"". (Maybe i got $400+ worth of points)

On 16 Aug, received another email from Suntec team that my account has been cancelled due to ""i earn points using relatives/friends purchases WITHOUT WARNING.

If you are reading this, you may be the next person. Think twice",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJ20X__K4Z2jERRE8GRs-d8HE,https://maps.google.com/?cid=8210235634255023940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
The Metropolis,"Poor security management. VERY RUDE INDIAN security officer at the drop off pick up area. I WANT answers from the management
The one in green vest",False,True,,Business center,0,1.0,not spam,bad,ChIJTQn6SEIa2jERQLJKjg8U-D8,https://maps.google.com/?cid=4609456275658027584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"real_estate_agency, point_of_interest, establishment"
The Metropolis,"Parking Fine Trap! Cautious, Ho Bee Land management does not use gantry then fines $200 to release clamp.",False,True,,Business center,0,1.0,not spam,bad,ChIJTQn6SEIa2jERQLJKjg8U-D8,https://maps.google.com/?cid=4609456275658027584&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"real_estate_agency, point_of_interest, establishment"
Mount Elizabeth Hospital,"The nurses are perfect at their jobs, cannot say the same towards the doctors. All the doctors in Mount Elizabeth value money over patient well being, so watch out if you decided to enter this hospital for operations etc. They will try to forcefully persuade unnecessary operation into you when there isn't need.

What worst is when all the patient scans are perfectly fine, the doctors still purposely visit patient say some nice words so they can collect $300 daily.",False,False,"Dear Amir Wijaya,
Thank you for your feedback. 
We would like to understand more. 
Could you please assist us by submitting your feedback on the below feedback link?
https://feedback.sg.ihhhealthcare.com/MEH.
Your care and concerns matter to us. Thank you.",Private hospital,0,1.0,not spam,bad,ChIJnUpJWpIZ2jERhpsQCRE_2-M,https://maps.google.com/?cid=16418786208908352390&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"hospital, health, point_of_interest, establishment"
Mount Elizabeth Hospital,"I tried to fill a prescription for warfarin, to my surprise, the pharmacy attempted to dispense a bottle that was set to expire in just one month - and I was told this was the only bottle they had left!

For a hospital of this reputation, it is unacceptable to offer patients near expired medication, especially something as sensitive and essential as warfarin.  I expected a far higher standard of care and accountability.

The experience has caused me to lose trust in the pharmacy's quality control and inventory management.  Patients rely on hospital pharmacies for safe, up-to-date medications - not leftovers that are nearing expiration.
Disappointed and concerned.

Reply to owner -
As mentioned in my review,  the primary concern I experienced was being offered a bottle of warfarin that is due to expire in just one month.
I believe this issue is clear and specific, and I trust it provides sufficient detail for your team to investigate and take the necessary steps to prevent similar occurrences in the future.",False,True,"Dear Evelyn S,

Thank you for sharing your experience with us. We are concerned to hear about the issue you encountered and are committed to thoroughly reviewing your feedback.

To help us address your specific concerns regarding the treatment you received at our hospital, we kindly ask that you provide more details via the following link: feedback.sg.ihhhealthcare.com/MEH.

This will assist us in reviewing the situation and making any necessary improvements. We appreciate your input and look forward to resolving this matter.",Private hospital,0,1.0,not spam,bad,ChIJnUpJWpIZ2jERhpsQCRE_2-M,https://maps.google.com/?cid=16418786208908352390&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.6,"hospital, health, point_of_interest, establishment"
Mustafa Centre,"Frankly speaking, extremely crowded on weekends in the buildings with 5 separate entrances labeled with large signages“1” to “5”. Fashion merchandises are of older styles and surprisingly overpriced. Actually, SIM LIM SQ will be a better place ( in terms of prices and new products ) to get your electronic accessories, gadgets and computers as well as repairs.  NOT RECOMMEND unless you seriously wanting to experience only ONCE ( as a tourist ) on market place conditions. However, you may wish to enjoy a yummy 😋Roti Prata breakfast on any WEEKDAYS at nearby hawker centre or stalls.",False,True,,Department store,0,1.0,not spam,bad,ChIJo7SpNMYZ2jER15JNmTE6Ne0,https://maps.google.com/?cid=17092631945454392023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"department_store, grocery_store, food_store, store, food, point_of_interest, establishment"
Mustafa Centre,"I had a bad experience. I drove all the way from Tampines to Mustafa Center to purchase a wall clock. When me and wife reached the counter, we ask for a luminous clock, the man behind the counter said he is not incharge , he only standby for his colleague. He told us to come back in 10 min. We then went around and came back after 15 min. Nk one was at the counter and we waited another 15 min. Still no one came. So we decided to give up as we are elderly and I cannot stand too long to wait. We are very dissappointed and decided to purchase via shoppee",False,True,,Department store,0,1.0,not spam,bad,ChIJo7SpNMYZ2jER15JNmTE6Ne0,https://maps.google.com/?cid=17092631945454392023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"department_store, grocery_store, food_store, store, food, point_of_interest, establishment"
East Coast Commune,"Service wasnt great, alot of mistakes on the orders with waiters insisting those were our orders when they were actually for another table. We are told that there is only 90 min to dine, but yet fastest food took 60 min to arrive and the last dish only arriving at 120 min. Dont set expectations on customers when you are unable to deliver on the basics yourself such as serving food on time. All that and food is mediocre, i would recommend giving this a miss. Check out the pictures to see the mains coming only 1 at a time 10 min spaced apart",False,True,"Hi T,

Thank you for taking the time to leave us a review.

We understand that your dine in experience you had with us was poor and we sincerely apologised for this disappointing experience. We recognise that there was a mix up of table numbers happened. We agree with you that the standard of service is unacceptable regardless how busy the operations.  As an F&B establishment, we do strive to create a positive dine in experience for all our customers and would like to assure you that we are looking into this with our team to work on how we can better serve our customers.  Please be assured that we have taken your feedback up with our team and we will be using this as a learning opportunity to avoid such incidents in the future.

We look forward to the opportunity to serve you again and wish you a great week ahead.

Warm Regards,
East Coast Commune Team ",Cafe,0,1.0,not spam,bad,ChIJVwlS_k0Z2jER7Di5t1WgS2s,https://maps.google.com/?cid=7731449475326621932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"cafe, event_venue, restaurant, point_of_interest, food, establishment"
East Coast Commune,"Over priced for disappointing food.
Ordered cauliflower pops for $12 as it was Vegan option. Expected some deep fried  cauliflower with flavor, but what we got was truly disappointing. Plain fried cauliflower, no batter, no flavor, very less quantity, all for 12 dollars (Picture attached). Total rip off.
Ordered crispy snapper for 25 dollars, two pieces of battered fish with some yoghurt side.  Tastes average, lacked flavor.
Positive point - good ambience, nice seating.",False,True,,Cafe,0,1.0,not spam,bad,ChIJVwlS_k0Z2jER7Di5t1WgS2s,https://maps.google.com/?cid=7731449475326621932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"cafe, event_venue, restaurant, point_of_interest, food, establishment"
Marine Cove Playground,Many rats here. NEA need to do something.,False,True,,Playground,0,1.0,not spam,bad,ChIJ4ShJI3YY2jERzwtLMJ7hQMg,https://maps.google.com/?cid=14429781275626376143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"playground, tourist_attraction, point_of_interest, establishment"
Marine Cove Playground,"Unfortunately most of the areas closed like play area, may be due to Covid",False,True,,Playground,0,1.0,not spam,bad,ChIJ4ShJI3YY2jERzwtLMJ7hQMg,https://maps.google.com/?cid=14429781275626376143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"playground, tourist_attraction, point_of_interest, establishment"
The Coffee Bean & Tea Leaf,"SG60 set was SOOO BAD!!!!
The half boiled eggs were microwaved and the egg whites on the edges were cooked while the rest egg yolks and whites in centre were totally raw. The eggs were not soft boiled like it should be in hot water. The butter in the Kaya toasts were small chucks just taken out from it's blister pack and not spread nicely. Some salad leaves were weathered too. Overall a very unsatisfied feeling after eating the meal. I was hungry after a workout so I had no choice but to eat it. This is really injustice to the local Kaya toast set. This is my favorite haunt at ECP and this is the first time the breakfast promotion is such a letdown.
The staff were empathetic to compensate me with a croissant and coffee. Their service is always good 👍🏻 😊",False,True,,Cafe,0,1.0,not spam,bad,ChIJO_QTQHYY2jER5EHRqqo5cfA,https://maps.google.com/?cid=17325692646644072932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"cafe, point_of_interest, food, establishment"
The Coffee Bean & Tea Leaf,"Extremely disappointed by the poor and rude service by the staff. They seemed very poorly motivated and unwilling to serve customers. The rude, unfriendly and disrespectful service is a huge turn off, why would you pay $8 for an over priced latte with rude unfriendly and disrespectful service?

The management of this place need to really be sacked.",False,False,,Cafe,0,1.0,not spam,bad,ChIJO_QTQHYY2jER5EHRqqo5cfA,https://maps.google.com/?cid=17325692646644072932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"cafe, point_of_interest, food, establishment"
FairPrice Finest Marine Parade Central,I dont know how many time that i reported to FairPrice HQ that dangerous cage stick item please dont put at the middle and  near the lane and is very dangerous and is very unsafe can easy hit people . But this fair price is very selfish and never think about customers safety and they only think about themselves and i report to customer service counter and they are not happy and stare at people . Very super selfish.,False,False,,Grocery store,0,1.0,not spam,bad,ChIJ7-fvFXEY2jERF81XESohPJ0,https://maps.google.com/?cid=11329967227120635159&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"grocery_store, food_store, store, point_of_interest, food, establishment"
FairPrice Finest Marine Parade Central,"Lots of live worms from chilli flakes sold at FairPrice Finest (Marine Parade Central) !
We bought this Morrisons brand of chilli flakes from FairPrice Finest Marine Parade on 27 Jan 2023. When we poured the chilli flakes onto our homemade pizzas, we were shocked to see so many worms wriggling on the plates & pizzas. My family members had eaten the pizzas without noticing the worms. Please see the pictures of receipts & the videos attached. I decided to post this so that other consumers are aware of this issue. It was so horrifying & grotesque!
I had written to NTUC FairPrice on 27 Jan but till now I have not heard from them. I'm sure there are some customers who have been consuming this chilli flakes without noticing the worms. FairPrice needs to do something about this! 😡😨",False,False,,Grocery store,0,1.0,not spam,bad,ChIJ7-fvFXEY2jERF81XESohPJ0,https://maps.google.com/?cid=11329967227120635159&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"grocery_store, food_store, store, point_of_interest, food, establishment"
Newton MRT Station (NS21),No good,False,False,,Railway services,0,1.0,not spam,bad,ChIJc25YLvQZ2jERs2ymuBdkbi8,https://maps.google.com/?cid=3417779220265725107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Newton MRT Station (NS21),not crowded during weekdays,False,True,,Railway services,0,1.0,not spam,good,ChIJc25YLvQZ2jERs2ymuBdkbi8,https://maps.google.com/?cid=3417779220265725107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Botanic Gardens MRT Station (CC19),They removed dog posters and images,False,True,,Railway services,0,1.0,not spam,bad,ChIJlVLQgy4b2jER0sESh7WlGhs,https://maps.google.com/?cid=1953055587492348370&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment"
Wheelock Place,"It's been several years since I was in Singapore and the sterile malls of Singapore have got more sterile and commercial. There's just nothing organic or grass roots anywhere in this place, it's all corporate and vacuous stage managed retail tripe. I wish I could change my flight and go home early.",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJmbzds40Z2jERALKuryaSSVI,https://maps.google.com/?cid=5929431079263842816&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Wheelock Place,"One of the few malls when the management doesn't manage the staff properly .
They actually closed the toilets off during lunch hours for cleaning . Can't tell whether Its because the management is dumb or they don't give a shit so they allow cleaners to make their own schedules . Doesn't help when you look at the cleaner using the caution signs to fan the floor after cleaning .",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJmbzds40Z2jERALKuryaSSVI,https://maps.google.com/?cid=5929431079263842816&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Commonwealth MRT Station (EW20),rude staff！The toilet cleaning lady is very rude！,False,True,,Railway services,0,1.0,not spam,bad,ChIJ-bxk87Ab2jER9DMmMJcZ7xo,https://maps.google.com/?cid=1940798101558539252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Commonwealth MRT Station (EW20),No maintenance until someone compliant the station look like 3rd world country operation. Than just re-paint again. Do the Top mamagement and Mayer or MP is visting this place regularly ? Other Stations also same conditions .....,False,False,,Railway services,0,1.0,not spam,bad,ChIJ-bxk87Ab2jER9DMmMJcZ7xo,https://maps.google.com/?cid=1940798101558539252&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Dempsey Hill,Ordered set. Deep fried prawn was soft & stale. Raw fish was not fresh & very dry. Hardly any customer. Quite pricey & food rancid.,False,False,,Restaurant,0,1.0,not spam,bad,ChIJr84_RCMa2jERW466IPXbCec,https://maps.google.com/?cid=16648079343414316635&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"restaurant, food, point_of_interest, establishment"
Dempsey Hill,"tldr: Food was badly cooked despite having good ingredients at hand. Service is disinterested with the outcome of their kitchen staff's cooking.

Service: Waiters looked and behaved uninterested in customer service. The waiter who came with the bill saw that my steak was untouched, but he did not even ask for improvements for the steak or how the dinner was.
Food:
Truffle Fries - Not enough truffle oil. Tasted just like generic french fries.
Celeriac Soup - Tasty, but abit starchy.
Macadamia-Crusted Pumpkin Salad - Tasty. Was the only saving grace for this meal.
Harissa Rib Eye (Medium Rare) - The first time it came, the meat was overcooked. The second time it came, the meat was not only raw, it was cooked unevenly. The white fats were still visible and the meat was near impossible to slice. Whatever meat that was safe for consumption was also bland. A flavor punch it was not.
Spaghetti Aglio Olio - Nothing traditional about this aglio olio, it is a highly localized and adulterated version of what aglio olio is. Granted it was tasty, this dish was also packed with a tonne of sodium.
Bay Prawn Capellini - Was actually pretty decent. I'd say it tasted a little bland but the subtle flavors worked well with the fresh prawns.
The Elegant Black Pepper Prawn Linguine - In this instance, looks are highly deceiving. The prawns were the saving grace of this dish. The black pepper pasta had a very off ratio of pasta, black pepper, and whatever was in the pasta gravy. The pasta reminded me of something I'd find in a bad western food stall in primary schools.",False,True,,Restaurant,0,1.0,not spam,bad,ChIJr84_RCMa2jERW466IPXbCec,https://maps.google.com/?cid=16648079343414316635&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"restaurant, food, point_of_interest, establishment"
City Square Mall,"Nice decorations that I really enjoy looking at. The only thing I do not like is the ONLY walkway to Farrer Park mrt exit G where my bus stop locates. That walkway is plagued with smokers, including staff, taking their break. Please provide them a better smoking spot so passersby do not get affected by their habits.",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJZ1omp8gZ2jERgDUAb_hBKLY,https://maps.google.com/?cid=13125813649241290112&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"shopping_mall, point_of_interest, establishment"
City Square Mall,"Sherman Kwek, CEO, CDL

Roy Chiang, CEO, CBM

CDL and CBM Management Teams

Dear Mr. Kwek, Mr. Chiang, and respective teams,

I am writing to express my extreme frustration and disappointment at the blatant and ongoing safety hazard under your management at City Square Mall ""City Square Mall is a family-friendly mall ""

Despite repeated feedback to CBM workers, nothing has been done about the recycle bins placed directly in front of the lift buttons, blocking access for children entirely. This is not a minor issue—it is a clear and unacceptable failure of safety and accessibility.

Here is the reality you continue to ignore:

Children who are alone cannot access the lift buttons at all. They cannot reach over or around the bins, leaving them stranded without adult help.

This is especially outrageous right now, as the opposite lift buttons have been out of order this month, leaving residents, visitors and especially children with no accessible alternative.

Fire risk: In an emergency, these bins create a direct obstruction. Delays in accessing lift controls during a fire or smoke event can be deadly, especially for children that cannot reach the lift call buttons. It is unconscionable that you are tolerating anything that hinders rapid evacuation.

Evacuation risk: Any child alone is effectively trapped, reliant on strangers or staff to move a bin or operate the lift—an utterly unacceptable situation in any modern, so-called “flagship” mall.

Universal access failure: This layout is discriminatory. It ignores not just children, but anyone with limited reach or mobility.

It is frankly absurd that CBM staff have been told about this multiple times and yet these bins remain in place. That is either gross incompetence or a clear statement that you simply do not care about the safety of your tenants and visitors.

City Square Mall is a CDL-branded property. Allowing this basic, glaring safety violation to continue is an embarrassment to your brand and a direct risk to your patrons.

I expect CDL and CBM to take IMMEDIATE, concrete action:

Remove or relocate the recycle bins so they do not obstruct any lift buttons—immediately.

Fix the out-of-order opposite lift buttons without delay.

Conduct a thorough audit of all lift lobbies in the mall for similar hazards.

Implement permanent guidelines to prevent this kind of dangerous, thoughtless placement in the future.

Your residents and visitors should not have to beg for the absolute minimum standard of safety. I am demanding a prompt and detailed response explaining exactly how you will correct this hazard—and when.

Btw I've been chasing CBM team for 2 nonths+",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJZ1omp8gZ2jERgDUAb_hBKLY,https://maps.google.com/?cid=13125813649241290112&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"shopping_mall, point_of_interest, establishment"
Pet Master Mega Store by CatSmart,"Totally not welcomed here. Totally ignored while other customer are being greeted and served. When a Caucasian come In , she is treated special. Total disappointed with this place.",False,False,"Hi Abang Nor Azhari,

Thank you for sharing your experience with us. At Pet Master, every pet parent deserves a warm welcome and exceptional service. We're truly sorry to hear you felt otherwise. We value every customer and strive to create an inclusive environment. We'd love to understand what went wrong and make it right. If you would like, you may reach us at hello@petmaster.com.sg.

Thank you again for sharing your experience — it matters, and we’ll do better.",Pet store,0,1.0,not spam,bad,ChIJnxU0wwkZ2jERYn6FCbMY0xU,https://maps.google.com/?cid=1572627852120391266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.8,"pet_store, dog_cafe, store, point_of_interest, establishment"
Pet Master Mega Store by CatSmart,"Visited Pet Master Mega Store by CatSmart on 7 June 2025 with my sister and dog for the indoor pool and self-service shower. The experience was disappointing and unsafe.

The pool area was unclean—dusty floors, floating hairballs, and murky water. The only sink was broken, and there were no proper wash-up facilities for humans. Most concerning, my sister fell through rotted wood near the exit, resulting in a serious leg injury and infection. The structure was clearly not maintained.

We waited 15+ minutes for our booked shower room, then were moved to another that was left dirty, with clogged drains and dangerously hot equipment. While the manager refunded the $35 fee and apologised, that does not address the broader issues of hygiene, safety, and poor management.

Serious improvements are needed before I could recommend this place to others.",False,False,"Hi Vanessa, Thank you for bringing this to our attention. We're already actively addressing the concerns you've raised and working to improve our facilities. We apologize for the incident and are taking steps to prevent similar situations. Wishing your sister a speedy recovery. We'll continue to work behind the scenes to welcome you back in a better state soon.
",Pet store,0,1.0,not spam,bad,ChIJnxU0wwkZ2jERYn6FCbMY0xU,https://maps.google.com/?cid=1572627852120391266&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.8,"pet_store, dog_cafe, store, point_of_interest, establishment"
Hotel Boss,Positive: Didn't tell me they used a stolen card Negative: Check for stolen cards,False,False,,Hotel,0,1.0,not spam,bad,ChIJYakjWbYZ2jERgSiDZRBS8OY,https://maps.google.com/?cid=16640890853510031489&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"hotel, lodging, point_of_interest, establishment"
Brewerkz East Coast Park,"I had high hopes for Brewerkz East Coast Park, given its nice atmosphere, but unfortunately, my experience was disappointing. While the ambiance is pleasant, the food was just okay. I specifically found the kids' meal to be not worth ordering; it was underwhelming and definitely not worth the wait. Speaking of wait, we ended up waiting an hour for our food to be served, which is far too long for a casual dining experience. Overall, I was left frustrated and won't be returning anytime soon.",False,False,,Restaurant,0,1.0,not spam,bad,ChIJQSh5L70Z2jER6kpGuWbFyCk,https://maps.google.com/?cid=3010873395882904298&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"restaurant, asian_restaurant, liquor_store, bar, american_restaurant, event_venue, store, point_of_interest, food, establishment"
