title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label
The Makena,Large condo with mini blocks. All the parking is underground and the function room is on the first floor near block 125. There is a big swimming pool in the front with a little baby pool and their squash courts and exercise room. There's a small children's playground as well,FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJPVPEOGYY2jERpKMMoeSWcWY,https://maps.google.com/?cid=7381847172935623588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"condominium_complex, point_of_interest, establishment",neutral_review
Toa Payoh MRT Station (NS19),"One of the older train stations, one of the first air-con bus interchanges. Central area with many facilities like HDB (not sure if it's still there? Some areas are under renovation, atm, shops, eateries, supermarket, banks, etc.

Now it's probably less popular because most MRTs has modern-styled mall now, while Toa Pa Yoh is still the open air shopping area with small shops that come with all the mess, crowds under the mercy of Singapore's humid weather.

It's still nostalgic to visit, with its prominent yellow colors. All the shops and facilities mentioned above are just some walking distance away, including various buses to go anywhere in the country.",FALSE,TRUE,,Railway services,0,5,not spam,bad,ChIJR_zeZdAX2jERLNdPT1CiXfU,https://maps.google.com/?cid=17680466177938151212&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review
Newton MRT Station (NS21),"The red line side of Newton MRT has been relatively stable state since a long while back, serving commuters who are passing major areas of Singapore like Orchard, Bishan, and Toa Payoh. This station is also interchange to the blue line, if you're heading up towards Bukit Timah main road.

Just be mindful of the confusing interior, and ask the staff if you have any concerns whatsoever.",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJc25YLvQZ2jERs2ymuBdkbi8,https://maps.google.com/?cid=3417779220265725107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",neutral_review
One Fort,Nice building,FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJi7zAg0QY2jERP4i_AXsUxkQ,https://maps.google.com/?cid=4955670958510671935&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"condominium_complex, point_of_interest, establishment",neutral_review
Orchard mrt,"The great transportation is very comfortable, the place is clean and safe,",FALSE,TRUE,,Suburban train line,0,5,not spam,good,ChIJvaGih7cZ2jER1Ey82VmzFWY,https://maps.google.com/?cid=7355982764866030804&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",neutral_review
PLQ Mall,"PLQ Mall is a popular and upscale shopping destination conveniently located next to Paya Lebar MRT.

Thanks to its strategic location, the mall tends to get very crowded on weekends.
It offers a wide variety of food and beverage outlets, including a food court on the upper level.
Fairprice Finest at the basement adds to the conveniences for grocery runs.
A diverse mix of lifestyle shops—from fashion and beauty to electronics and wellness—can also be found within the mall, catering to different needs and preferences.
Overall, it’s a vibrant and well-rounded mall that's great for both casual visits and everyday essentials.",FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJU8zODXwZ2jERNsDnX0rcqpQ,https://maps.google.com/?cid=10712616875648860214&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",neutral_review
Police Coast Guard - Brani Base (Headquarters),Unique place and safety areas,FALSE,TRUE,,Coast guard station,0,5,not spam,good,ChIJ81JXrksY2jER7-F68K-_oI8,https://maps.google.com/?cid=10349482706072166895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"point_of_interest, establishment",neutral_review
Redhill MRT Station (EW18),"Redhill is located in the east west line. Also called the green line. Prime location in Singapore and just a few MRT stops away from the more central part of Singapore such as Tanjong Pagar and Outram Park. The mrt station itself is quite small, doesn’t have any mall or big shops next to it. It is well connected to the bus stop via sheltered walkway.",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJw5ELTysa2jER9jm3HP8a1E4,https://maps.google.com/?cid=5680194713021790710&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review
Resorts World Sentosa,"One of the monorail stations of Sentosa island. Within island free to travel.
For Universal Studios, this is the nearest station.",FALSE,TRUE,,Bus stop,0,5,not spam,good,ChIJhVF18lQZ2jERA5C_EHKdiAo,https://maps.google.com/?cid=759029650444750851&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"bus_stop, transit_station, point_of_interest, establishment",neutral_review
Singapore Swimming Club,"The club house is available for members only.

PS: Nice environment and food station clean and tidy.",FALSE,TRUE,,Social club,0,5,not spam,good,ChIJRQBn6loY2jERjqNd6Z0qL1k,https://maps.google.com/?cid=6426402050994447246&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"sports_club, point_of_interest, establishment",neutral_review
Sri Sivan Temple,"The temple at its current 3,000 sq m site was first consecrated in 1993 when it was a newly built structure, after moving from a temporary place of worship in Serangoon Road, next to Srinivasa Perumal Temple.",FALSE,TRUE,,Hindu temple,0,5,not spam,good,ChIJz46D4yIY2jERT2ClyKkbF2U,https://maps.google.com/?cid=7284321338324770895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",neutral_review
Tai Seng MRT Station (CC11),It's my place nice everything can get here,FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJuZAHGyAX2jER0IxgVzGE5hM,https://maps.google.com/?cid=1433978878818290896&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review
The Belvedere,Great condo. Well maintained.,FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJPY5Zw1wY2jERlKqOVadv-PM,https://maps.google.com/?cid=17579923909926365844&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"condominium_complex, point_of_interest, establishment",neutral_review
The Coffee Bean & Tea Leaf,"Nicely renovated long-standing cafe that offers  drinks, confectioneries, and meals.

It's open 24 hrs. So it's good for people camping overnight in east coast park.

Service was fast, and so far, with multiple times of dining, most service staff were polite.

Ample seats are available indoors and outdoors.

Price was the same as the usual coffee bean all around SG. They also offer a wide variety of tumblers, mugs, and cups.

Cakes are less sweet. The serving size is ok. Reasonable. Overall, ok.",FALSE,TRUE,,Cafe,0,5,not spam,good,ChIJO_QTQHYY2jER5EHRqqo5cfA,https://maps.google.com/?cid=17325692646644072932&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"cafe, point_of_interest, food, establishment",neutral_review
"The Japanese Association, Singapore",Nice and quiet place. Not many facilities but great Japanese library collection,FALSE,TRUE,,Association / Organization,0,5,not spam,good,ChIJzb8l46sQ2jER4NIDTCvdw_A,https://maps.google.com/?cid=17348953367589933792&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review
The Makena,Good condo. Nice views of the ECP If you are at higher floors.,FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJPVPEOGYY2jERpKMMoeSWcWY,https://maps.google.com/?cid=7381847172935623588&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"condominium_complex, point_of_interest, establishment",neutral_review
The Waterside,Spacious and nice landscape. Units offering sea view and marina bay view. Average size of units from 2100-2400+ sqf.,FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJQViLFVsY2jERw02ejY0jumg,https://maps.google.com/?cid=7546383216486010307&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",neutral_review
Toa Payoh,"Toa Payoh is a mature town and accessible to most of the commercial services such as banking, postal services, F & B services. MRT station and Bus Terminal are at the town
centre.Also HDB office is also here.It is convenient to go anywhere in Singapore because of its central location
and  has a very good public transport system.",FALSE,TRUE,,Subway station,0,5,not spam,good,ChIJ48Ai4mYX2jER5M71MMdN5NY,https://maps.google.com/?cid=15484586936721854180&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"subway_station, transit_station, point_of_interest, establishment",neutral_review
Ubi MRT Station (DT27),Less populated place and area with very good understanding people around. As you come out you get to have food in subway and other hotels. You have giant supermarket near by. Lift access available. Less crowded place.,FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJyx3SvGYX2jERK_L_6GMhd3o,https://maps.google.com/?cid=8824558707850342955&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",neutral_review
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Aalto,Overvalued place.  Had bad landlord which spoilt my experience.,FALSE,FALSE,,Condominium complex,0,1,not spam,bad,ChIJNS9iTW8Y2jERzr2o5RJGpv8,https://maps.google.com/?cid=18421488372781989326&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",negative_review
Aalto,"i lived here for 10 years, almost all my life, and moved recently. i really miss this place and the view is beautiful. the mrt station right next to the entrance makes it very convenient to go anywhere. the only problem is that the monthly bill was too expensive for my family, who planned poorly, so if you have enough money to pay for the bills, i really recommend you to buy an apartment here.",FALSE,FALSE,,Condominium complex,0,5,not spam,good,ChIJNS9iTW8Y2jERzr2o5RJGpv8,https://maps.google.com/?cid=18421488372781989326&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"condominium_complex, point_of_interest, establishment",negative_review
ABC Brickworks Market & Food Centre,"Cashier was not only without wearing masks but also very very very rude when ordering, after paying for the food 17 dollars immediately I decided not to eat and ask for refund he shouted and scolded me in hokkien ' singapore siah sway'. I walked away since he not intention to refund me . It happened on 3 August 2025 8.30pm . The boss of this store please investigate and check with your staff is there any extra dollars. 👍🙏👌",FALSE,FALSE,,Hawker center,0,1,not spam,bad,ChIJKY77qdYb2jERgrqa1URSZIM,https://maps.google.com/?cid=9467782772234566274&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"restaurant, food, point_of_interest, establishment",negative_review
ABC Brickworks Market & Food Centre,"Just discovered this Generous portion desserts shop with variable hot dessert! Located right next to Wow Wow West. Hot 绿豆汤 is full of green beans, cold 清汤 also have alot of filling with just $2.20 each. Aunty and uncle were talking softly. Good to have these on rainy days. I also tried the other dessert stall at row 1, it was much lesser and always wait very long.",FALSE,TRUE,,Hawker center,0,5,not spam,good,ChIJKY77qdYb2jERgrqa1URSZIM,https://maps.google.com/?cid=9467782772234566274&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"restaurant, food, point_of_interest, establishment",negative_review
Adam Food Centre,"Ibrahim Mee Stall, regretted buying mee goreng from, oily & small portion, stall owner serve people who jump queue & sarcastic, not going back!!!",FALSE,TRUE,,Hawker center,0,1,not spam,bad,ChIJv4Mk4QYa2jERlGncaOIvpW4,https://maps.google.com/?cid=7972831364797720980&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"restaurant, food, point_of_interest, establishment",negative_review
Adam Food Centre,Stall 22 fried kway teow one of those that brought down the standard of local fried kway teow. Totally too sweet with fish cake slices! Horrible taste. One of the worse ever.,FALSE,TRUE,,Hawker center,0,1,not spam,bad,ChIJv4Mk4QYa2jERlGncaOIvpW4,https://maps.google.com/?cid=7972831364797720980&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"restaurant, food, point_of_interest, establishment",negative_review
Adventure Cove Waterpark,"NOT even worth 1 star! i wonder what this review got 4.4 star??
what a scam! close so early at 5pm. why not close at 6 or 7pm? its not even sunset yet! DO NOT COME HERE!",FALSE,FALSE,,Water park,0,1,not spam,bad,ChIJS0Dhxf0b2jERAuG9YaPrYjA,https://maps.google.com/?cid=3486608148490215682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"water_park, tourist_attraction, amusement_park, amusement_center, point_of_interest, establishment",negative_review
Adventure Cove Waterpark,"We had a very bard experience with ""Rainbow reef"", where you snorkel. Water is deep. You get the lifejacket and breathing tube.

Before going to snorkeling, you are provided some instructions. You sit on table in rows. I saw that instructor was not paying attention if anyone is listening or not. At one time, some music started in the Waterpark. Instructor continued and last row folks were not able to hear anything. We had to request her to stop.

Post that, when it comes for time to get in to the water, they are just rushing you and not giving you 5 seconds also. No explanation of what you need to do. When I even asked a basic question that ""Should I just do normal swimming"", instructor didn't bother to explain anything. Reply is ""If you know swimming, you can go. I can't tell anything else."".

I was doing snorkeling with my 10 year old daughter. Both of us knew basic swimming. Since you have to keep your head inside water and breathe through tube, it can be little uncomfortable in the beginning. You need to get used to it. My daughter became nervous and I took her to the side of the pool, with lot of difficulty, where we both were holding the pipes at one end of the pool. Lifeguard came and said -> ""Move, move, other people are waiting"". We asked him to just give us few seconds. We are deciding if we should go back or continue.

He left us there. In 10 seconds, I started calling him, shouting his name but he continued to show attitude. My wife had to tell him from outside the pool. He then came back. When I asked him about the reason for ignoring us, he just said: ""I came to you. You have to immediately move or go back."".

I have a 10 year old daughter with me. Is this a humane experience to not let me talk to her for 10 seconds? Really pathetic experience. Never expected it from a good facility.",FALSE,TRUE,"Hi Prashant Sharma, your feedback is important to us and we would like to find out more about experience. Please send us more information at Attractions@rwsentosa.com and quote reference number OR2025-0006 so that we may look further into your feedback. We hope to hear from you soon. 

Best Regards,
Guest Correspondence Team",Water park,0,1,not spam,bad,ChIJS0Dhxf0b2jERAuG9YaPrYjA,https://maps.google.com/?cid=3486608148490215682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"water_park, tourist_attraction, amusement_park, amusement_center, point_of_interest, establishment",negative_review
Adventure Cove Waterpark,This is a fantastic place to have water activity fun. There is no towel supplies so bring you towel with you to dry up. I recommend buying tickets in advance.,FALSE,TRUE,,Water park,0,5,not spam,good,ChIJS0Dhxf0b2jERAuG9YaPrYjA,https://maps.google.com/?cid=3486608148490215682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"water_park, tourist_attraction, amusement_park, amusement_center, point_of_interest, establishment",negative_review
Alexandra Hospital,"Subject: Urgent Concern Regarding Poor Time Management and Service Lapse at Alexander Hospital

Dear Alexander Hospital Management,

I am writing to you on behalf of 20 patients who have encountered significant issues with poor time management leading to service lapses at your facility.

Our appointments are scheduled for the early morning 9am, yet we have been left waiting with no indication of when we will be seen by the medical staff. More than 20 patients, who are in need of urgent care, find themselves waiting endlessly for attention.

When inquiring with the front desk staff and nurses about the delays, the response provided was early morning hours are heavily congested with traffic jams, leaving no alternative solutions.

As a patient, I strongly believe that Dr. Anka See and the entire medical team should prioritize punctuality and observe the scheduled appointment times for the benefit of all patients in need of medical attention.

Failure to address these issues in a timely manner will only serve to tarnish the hospital's reputation and may lead to formal complaints being lodged with the Ministry of Health. The public, as well as the citizens relying on the healthcare services provided by your esteemed institution, deserve better.

I currently possess detailed records of all the patients affected by these delays and will not hesitate to escalate this matter further if necessary.

I urge you to take immediate action to rectify the poor time management practices and service lapses that have impacted the quality of care provided to patients at Alexander Hospital.

Thank you for your attention to this matter.

Warm regards,

Jason Yang",FALSE,TRUE,"Hi Jason
We are sorry for the unpleasant experience this morning.
We are looking into your feedback immediately.  We will update our reply here.  

Hi Jason,

We had followed up on your complaint.  Once again, we are sorry for the inconvenience and frustration you had that morning at the clinic.  There was a severe traffic congestion caused by a traffic road accident which  in turn impacted three doctors who were on their way to AH.  Our clinic staff then immediately took cognizant of every waiting patient and established that not all were waiting to see the doctors, but were scheduled for tests and procedures with our nurses.  It is our responsibility to ensure immediate medical attention is rendered to any patient who may require it.
We value your feedback and will strive to improve our services and issue timely communications to address any future unforeseen situations.  Thank you.     ",Hospital,0,1,not spam,bad,ChIJ9WfzGcsb2jERc4z1myluJY8,https://maps.google.com/?cid=10314771646551264371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"hospital, health, point_of_interest, establishment",negative_review
Alexandra Hospital,"Last minute called me told me the doctor is on leave. I called hotline told them I stil want go see doctor as my appointment is today. I waited the appointment for 1 month. I received a sms from them my appointment is delay today. Very bad customer service 😑. I waited the appointment for 1 month leh. I apply leve today leh. In the end they arrange my appointment from 12pm to 1pm. Very disappointed 😞

Last week cancel my appointment say reschedule again. I do not know why keep cancel appointment.",FALSE,FALSE,,Hospital,0,1,not spam,bad,ChIJ9WfzGcsb2jERc4z1myluJY8,https://maps.google.com/?cid=10314771646551264371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"hospital, health, point_of_interest, establishment",negative_review
Alexandra Retail Centre (ARC),Unexpectedly that Network in the mall are so bad. I have to go out of the building then I be abled to get connection before I can send a message. This shouldn't be happened in Singapore. Is very frustrating. Can the Management do something to improve the situation.,FALSE,FALSE,,Shopping mall,0,1,not spam,bad,ChIJwz3yHMEb2jERHclcbs5KL4A,https://maps.google.com/?cid=9236683611235469597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4,"shopping_mall, point_of_interest, establishment",negative_review
Alexandra Retail Centre (ARC),"I drive, but I also like to ride a scooter which is more environmentally friendly and space friendly in land-limited Singapore.  That's why I find malls that have no motorcycle parking ridiculous.  Do the developers think people who ride motorbikes are unimportant?  I had to ride around looking for a proper bike parking area.  Eventually gave up and stopped at a corner.  Won't be bothered to come here again in the future.",FALSE,TRUE,,Shopping mall,0,1,not spam,bad,ChIJwz3yHMEb2jERHclcbs5KL4A,https://maps.google.com/?cid=9236683611235469597&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4,"shopping_mall, point_of_interest, establishment",negative_review
Aljunied,"Can tap in but cannot tap out. I asked that one uncle with bald hair at the front head (staff there) for a way-out. Either I had to pay in cash or else. I’d do it. But he said “u can tap in but can’t tap out. Not my problem”
But it’s your job, and you are paid to help.",FALSE,FALSE,,Subway station,0,1,not spam,bad,ChIJO7BsLzsY2jER-OVKkQKKm64,https://maps.google.com/?cid=12581801727621785080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"subway_station, transit_station, point_of_interest, establishment",negative_review
Aljunied,Disgusting smelly toilets,FALSE,TRUE,,Subway station,0,1,not spam,bad,ChIJO7BsLzsY2jER-OVKkQKKm64,https://maps.google.com/?cid=12581801727621785080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"subway_station, transit_station, point_of_interest, establishment",negative_review
Aljunied MRT Station (EW9),Too rowdy n many foreigners hanging around especially at night.toilet is the worst n is not cleaners is not doing their job .in fact they r very hardworking but heavy traffic n user n should increase manpower n salary to maintain avg standard for singapore,FALSE,TRUE,,Railway services,0,1,not spam,bad,ChIJ_SPrMTsY2jER_LeXO03QXgs,https://maps.google.com/?cid=819321212358866940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",negative_review
Aljunied MRT Station (EW9),the escalator is moving too slow compared to other stations,FALSE,FALSE,,Railway services,0,1,not spam,bad,ChIJ_SPrMTsY2jER_LeXO03QXgs,https://maps.google.com/?cid=819321212358866940&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",negative_review
Aloft Singapore Novena,"Worst Hotel Experience – Feels Like a Scam

I have no idea how Aloft Novena dares to charge these prices for what they provide. The rooms are TINY — not “compact” or “cozy” tiny, but claustrophobic box tiny. There’s not even space to properly open and keep luggage bags — you literally have to step over them to move around.

There’s no air-conditioning in the corridors, so every time you step out of your room, you’re hit with a wave of heat. But the real insult? The room AC is controlled by the hotel — not by guests who actually paid to stay there. They turn it off or choke the airflow at night to save on electricity. I woke up drenched in sweat at 6 am, called reception, and magically the AC was “working” again within five minutes. Translation: they were cutting it on purpose.

Temperature is locked at 21°C, and if you dare to ask them to make it cooler, it becomes some ridiculous drama. This same thing happened my first night, but I let it go. Second night I complained, and suddenly I’m offered free breakfast — clearly a bribe so I don’t post an honest review.

Housekeeping is equally unprofessional. The moment you call for anything, they come and slam the doorbell repeatedly without even considering that a guest could be in the washroom or resting.

This is cheap, shameless, and disrespectful management that treats tired paying guests like nothing more than walking wallets. My stay here was miserable from start to finish.",FALSE,TRUE,"Dear nomi ik,

Thank you for bringing your concerns to our attention. We regret to hear that your stay experience with us did not meet your expectations.

We sincerely apologize for the discomfort you experienced during your stay with us.

Rest assured, it is never our intention to compromise guest comfort. As part of our sustainability efforts, the room air conditioning is preset to 21°C to support environmentally responsible practices. However, guest comfort remains our top priority, and we are happy to adjust the temperature upon request at any time during your stay. Your feedback will be shared with our teams for review, so we can better address such concerns in the future.

We also apologize for any inconvenience caused by our housekeeping team’s response. Your comments are being shared with the team to ensure better communication and guest consideration moving forward.

We hope you will give us another opportunity in the future to better serve you.

Sincerely,
Eric Thye
Director of Front Office",Hotel,0,1,not spam,bad,ChIJo2AF9qcX2jERwGRcILnKveo,https://maps.google.com/?cid=16914898671934137536&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, wedding_venue, lodging, event_venue, point_of_interest, establishment",negative_review
Aloft Singapore Novena,"I had a very disappointing stay at Aloft Singapore Novena. Very poor soundproofing. I could clearly hear everything from the neighboring room — conversations, singing, hairdryer, even the sound of the bathroom door opening and closing. And my room faced a construction site. The noise from the excavators was so loud that I initially thought the window had been opened — it hadn’t.

This is not the level of comfort and quality I expect from a Marriott hotel. Anyway I won't choose Aloft Singapore anymore and will also strongly not recommend anyone to stay here.",FALSE,FALSE,"Dear Yuu Kitagawa,

Thank you for bringing your concerns to our attention.

We are truly sorry to hear about the noise disturbances you experienced, from the neighbouring room and the construction site. We regret that we fell short of your expectations on this occasion.

For your future stay, please do not hesitate to inform should you encounter the same issue, and we will do our utmost best to ensure your stay is comfortable.

Your comments have been shared with our team for review, so that we can better mitigate such issues in the future.

We hope you might give us another opportunity in the future to provide you with the level of comfort and quality that you expect.

Sincerely,
Eric Thye
Director of Front Office",Hotel,0,1,not spam,bad,ChIJo2AF9qcX2jERwGRcILnKveo,https://maps.google.com/?cid=16914898671934137536&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, wedding_venue, lodging, event_venue, point_of_interest, establishment",negative_review
Amber Beacon Tower,"Pretty nice tower, can't see much at night. It's quite well known for being a location of an unsolved murder case and there are reports of ""hauntings"" around the area. I went there at night but I didn't encounter anything spooky so it's not that scary as people make it out to be 😉",FALSE,TRUE,,Observation deck,0,5,not spam,good,ChIJjW8MfnoY2jERCfgxGJBHjgY,https://maps.google.com/?cid=472393695127271433&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"observation_deck, point_of_interest, establishment",negative_review
Anchorpoint,"The potted plants in the mall are all horribly infested with bugs. I highly suggest the management to please take a look into this, because this is quite severe. Some of the plants are placed right in front of shops and restaurants, only 1-2 metres from customers & diners.",FALSE,TRUE,,Shopping mall,0,1,not spam,bad,ChIJVXvuuswb2jER8BZU_kcS2ds,https://maps.google.com/?cid=15841713264671332080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",negative_review
Aperia Mall,"Around 1pm went to 2nd floor toilet with upset of the attitude of the lady cleaning service lady height around 145 cm I believe from her action is not SIngaporean
Very rude attitude answering when asked for the handicap toilet green show but lock position.
Another incident which I
show her changing the ladies toilet  rolls which in stil usable into the. Dustbins 😓😥😰",FALSE,TRUE,,Shopping mall,0,1,not spam,bad,ChIJFx0yu8sZ2jERgoVtEwS7Igs,https://maps.google.com/?cid=802409309805577602&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",negative_review
