title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,Unnamed: 9,spam_label,sentiment_label,id,url,rating,types
ION Orchard,"ION Orchard stands as a premier shopping and lifestyle destination in the heart of Singapore’s Orchard Road. With its striking architecture and modern design, the mall is an unmistakable landmark that blends luxury, fashion, and dining seamlessly. The shopping experience is top tier, featuring a curated mix of high end international brands, contemporary fashion labels, and specialty boutiques. Whether you're looking for the latest runway collections or tech gadgets, the range is extensive and well catered to both locals and tourists. Beyond retail, ION Orchard delivers an elevated dining scene. From casual cafes to fine-dining restaurants, the mall offers a spectrum of culinary options. Some eateries provide stunning views of the city skyline, especially at the higher levels, adding a premium touch to the overall experience. Navigating the mall is generally intuitive, though it can feel slightly overwhelming during peak hours due to its size and popularity. The mall also connects directly to the Orchard MRT station, making access highly convenient. One standout feature is the ION Sky observatory, which provides panoramic views of Singapore from 56 floors above. an excellent way to cap off a day of shopping or sightseeing.",False,True,,Shopping mall,0,5,,not spam,good,ChIJu6qq6Y0Z2jERZQZRLwnba5k,https://maps.google.com/?cid=11055170542806042213&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"shopping_mall, point_of_interest, establishment"
Hwa Chong Institution (College Section),"The school is full of heritage. In a multicultural Singapore, you do not find many school that focus on a certain culture (not racist). This school really offers a deeper understanding of the Chinese culture. Furthermore, the activities held are truly one of a kind. The camaraderie, the spirit... You will feel it all in one package during your time at Hwa Chong.",False,False,,Junior college,0,5,,not spam,good,ChIJbY_Puwka2jERLeaVt3kXb9M,https://maps.google.com/?cid=15235421875956213293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"university, point_of_interest, establishment"
Hwa Chong Institution (College Section),"I entered Hwa Chong Institution (College) (also called Hwa Chong Junior College) a few years back. Hwa Chong is fun besides its demanding academic standards, particularly the SODACHE culture (which is a Hwa Chong term for Song-Dance-Cheer). In faculties we get to perform during events such as the Mid-Autumn Festival celebration, which is open to public where many of the seniors will come back and join in the fun. It captures the essence of the spirit of the school. That immersive and inclusive culture was what that made me applied for Hwa Chong as my first option, and it was rewarding.",False,False,,Junior college,0,5,,not spam,good,ChIJbY_Puwka2jERLeaVt3kXb9M,https://maps.google.com/?cid=15235421875956213293&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"university, point_of_interest, establishment"
Orchard mrt,"I love this new Brown Line Mrt, Orchard Boulevard, huge clean Area, really easy to get to Wheelock place, Shaw Center, Paterson through underground, few stops from Orchard to Marina Bay Sands, from Marina to Changi Airport only 1 stop amazing, really easy to travel to the Airport.",False,True,,Suburban train line,0,5,,not spam,good,ChIJvaGih7cZ2jER1Ey82VmzFWY,https://maps.google.com/?cid=7355982764866030804&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
Orchard mrt,"The great transportation is very comfortable, the place is clean and safe,",False,True,,Suburban train line,0,5,,not spam,good,ChIJvaGih7cZ2jER1Ey82VmzFWY,https://maps.google.com/?cid=7355982764866030804&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment"
Novena MRT Station (NS20),"Went to Sanouk halal Thai for lunch. Absolutely value for buck, great service. Clean and spacious seating.",False,True,,Railway services,0,5,,not spam,good,ChIJBxjqcBsZ2jERIrw1JbXLHsM,https://maps.google.com/?cid=14059899065571064866&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Novena MRT Station (NS20),"I stayed at the Oasia Hotel.  The hotel basement is connected to the station which makes commuting less of a hassle.

It’s a busy station that's connected to a mall with some  F&B eateries. Also it has  easy access  to places at Novena like square 2, Royal medical centre, novena medical centre, Mount Elizabeth Hospital.",False,False,,Railway services,0,5,,not spam,good,ChIJBxjqcBsZ2jERIrw1JbXLHsM,https://maps.google.com/?cid=14059899065571064866&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment"
Far East Plaza,"Far East Plaza is an old shopping mall.
There is plenty of shops and restaurants.
Mostly hair salons, facial beauty, Eyelash extension and many other shops and a food court opened few months ago... Nice selection of menu..and of course 711, KFC...",False,True,,Shopping mall,0,5,,not spam,good,ChIJPZTUpZIZ2jERk5GUzK_g9_0,https://maps.google.com/?cid=18300342656499487123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.0,"shopping_mall, point_of_interest, establishment"
Far East Plaza,I’ve been to Simetri three times now and I have enjoyed their classes a lot! My husband has joined me and he is also enjoying it! Patrick is a great teacher! ☺️,False,True,,Shopping mall,0,5,,not spam,good,ChIJPZTUpZIZ2jERk5GUzK_g9_0,https://maps.google.com/?cid=18300342656499487123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.0,"shopping_mall, point_of_interest, establishment"
Newton Food Centre,"My friend took me here, to get me to try as many local dishes as possible in one go, which turned into a feast. I liked all the dishes, but my favorites were the stingray with sambal, carrot cake and deep fried glazed sqiud (?). Delicious flavors and interesting textures all around. If I lived in Singapore, I'd certainly be eating out at hawker centers all the time.
To the surprise of no one, there was a lot leftovers, but they were nice enough to pack everything to go.",False,True,,Food court,0,5,,not spam,good,ChIJe4wL_OsZ2jERySoDk6jlhNQ,https://maps.google.com/?cid=15313617145150253769&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"food_court, restaurant, food, point_of_interest, establishment"
Newton Food Centre,"You go for the experience and vibe.  The chili stingray was the best thing we had.  Shrimp were good.  Wings and satay were solid but you can get them anywhere in Singapore.

The vibe is really fun.  Order food.  The vendor will help you find a place to eat.  Someone will come to your table and help you get beers.

Sit.  Enjoy the food and cold beer.  Take in a cultural Singaporean tradition.",False,True,,Food court,0,5,,not spam,good,ChIJe4wL_OsZ2jERySoDk6jlhNQ,https://maps.google.com/?cid=15313617145150253769&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"food_court, restaurant, food, point_of_interest, establishment"
Takashimaya Shopping Centre,"Absolutely huge!
Quite a warren, and we struggled to navigate it.
Different towers, lots of lifts a bit disorientating.
So many stores!
B2 basement 2 has a fantastic food court with many vendors, and we definitely recommend a visit here for cheap meals and light bites.
Something for everyone.
Super clean and well looked after.
Then toilets are in tiptop condition and quite fancy.
Outside has some lovely artwork and sculptures, so do also check them out.",False,True,,Shopping mall,0,5,,not spam,good,ChIJg6KI8ZEZ2jER9W7OwvUXPRs,https://maps.google.com/?cid=1962751356906139381&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"shopping_mall, point_of_interest, establishment"
Takashimaya Shopping Centre,It is a great place to spend hours at when it is raining. There are a variety of food at the food hall and there is also a supermarket and many levels of shopping and dining areas. There are staff stationed at the entrances to issue umbrella bags so that the mall remains as dry as possible. I was attracted the the bags and the sincerity of the auntie at Sogeum and is now a proud owner of two bags.,False,True,,Shopping mall,0,5,,not spam,good,ChIJg6KI8ZEZ2jER9W7OwvUXPRs,https://maps.google.com/?cid=1962751356906139381&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"shopping_mall, point_of_interest, establishment"
Lucky Plaza,"For the price conscious bargain hunters at Orchard road: Lucky Plaza has lower to mid-range options. On the higher floors there are thrift stores selling gently used clothings. Don't forget the small food court on the top floor. Also an interesting selection of Filipino shops, eateries and bakery serving authentic Filipino bakes and desserts.",False,True,,Shopping mall,0,5,,not spam,good,ChIJ6xFibZIZ2jERlMTu3Bo6a9c,https://maps.google.com/?cid=15522564427712742548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
Lucky Plaza,"All 6 floors of Lucky plaza offer a wide variety of shops. Barbers, restaurants, tattoo artists, thrift stores, tourist stores. All at an unbelievably cheap price, clothes range from as low as $1 to $10. Come here for all sorts of affordable amenities.

Most of Lucky plaza is targeted towards women in terms of apperal, however in the top floor you can find a lot of hidden thrift stores which still are majority female clothing but there are some nice men's clothing for a cheap price",False,True,,Shopping mall,0,5,,not spam,good,ChIJ6xFibZIZ2jERlMTu3Bo6a9c,https://maps.google.com/?cid=15522564427712742548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
Paragon Shopping Centre,"Paragon Mall is a standout shopping destination located in the heart of Orchard Road, Singapore’s upscale retail district. It strikes a great balance between luxury and accessible brands, featuring boutiques like Gucci and Prada alongside more mid-range labels. The mall is well-maintained, with elegant interiors and a comfortable shopping atmosphere. There are also plenty of food options—from casual cafes to fine dining—making it a convenient spot for both shopping and dining. Whether you’re looking for designer fashion or a relaxing meal, Paragon offers a premium yet approachable experience.",False,True,,Shopping mall,0,5,,not spam,good,ChIJl_sOMpIZ2jERKgmuCf4FCs0,https://maps.google.com/?cid=14774628116184566058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Paragon Shopping Centre,"The shopping centre may not be large in size, but it’s super compact and well laid out. It’s packed with all kinds of shops, from food and fashion to beauty and wellness, you name it. The building’s design looks good, especially the sharp, angular structure. It gives the place a sleek, modern vibe that makes it feel pretty upscale and stylish. It’s a great spot to shop and eat.",False,True,,Shopping mall,0,5,,not spam,good,ChIJl_sOMpIZ2jERKgmuCf4FCs0,https://maps.google.com/?cid=14774628116184566058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Marine Cove,"Large playground with tall slides, rope climbing structures, swings and a smaller children play area.

Good place for children to mingle and have fun together!

There is a MacDonald’s and coffee bean nearby",False,True,,Recreation center,0,5,,not spam,good,ChIJa-w7QHYY2jERBpmvw73xGFs,https://maps.google.com/?cid=6564262254226675974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"sports_activity_location, point_of_interest, establishment"
Marine Cove,This place is amazing for those who want to give kid a place to have fun. I took the 196bus got here and went underpass then to the playground. I think its a best place for kids. It’s even with toilet for kids and nearby got mcdonalds,False,True,,Recreation center,0,5,,not spam,good,ChIJa-w7QHYY2jERBpmvw73xGFs,https://maps.google.com/?cid=6564262254226675974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"sports_activity_location, point_of_interest, establishment"
Shangri-La Singapore,"Fabulous experience as always from the Shangri La chain. Smooth check in from reception staff that were accommodating & helpful. We only stayed 1 night enroute to London but it was a lovely way to break the trip up from Australia. |We enjoyed the ample options of breakfast in Line, a scrumptious coffee & cake in the lobby lounge & topped it off with a sensational meal in the Italian restaurant. |Room was very comfortable, had all the usual high grade amenities. A restful sleep & great view. |Spent a relaxing day in the pool, comfortable sun lounges & huge pool with excellent water quality. |Cannot fault a thing, would absolutely return & highly recommend to others for a great stay.",False,False,,Hotel,0,5,,not spam,good,ChIJXU9FcvQZ2jERiz8HeaqV70E,https://maps.google.com/?cid=4751180691306659723&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"hotel, lodging, point_of_interest, establishment"
Shangri-La Singapore,The best hotel experience I’ve ever had with my family. Staff remembering us by our names and being the sweetest to my little ones. Friendliness and attentiveness were insanely amazing and I was blown away with their spectacular service with everything. Very detailed. Well trained. Super genuine. Each staff we met deserve to be rewarded. Amazing team!,False,False,"Dear Alissa,

Thank you for sharing such a heartfelt review. We are thrilled to hear that your family enjoyed your stay at Shangri-La Singapore and that our team made a memorable impression on you and your little ones.

It is especially rewarding to know that the attentiveness, friendliness, and personalised service of our staff exceeded your expectations. Your kind words have been shared with the team, and I am certain they will be inspired by your generous feedback.

We look forward to welcoming you and your family back for another exceptional and memorable stay.

Best regards,
Stephan Kapek
General Manager",Hotel,0,5,,not spam,good,ChIJXU9FcvQZ2jERiz8HeaqV70E,https://maps.google.com/?cid=4751180691306659723&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"hotel, lodging, point_of_interest, establishment"
Velocity @ Novena Square,Overall good mall with plenty of restaurant choose from. Was here after many years today came for oppo service center.,False,True,,Shopping mall,0,5,,not spam,good,ChIJVVVVcOcZ2jERuHgJL1B5Aj4,https://maps.google.com/?cid=4468267165598447800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
Velocity @ Novena Square,This mall has been around for a long time and is still thriving after all these years! Love that it is conveniently located right above Novena MRT on the North South Line. Walking distance from other malls too with shelter nearby. Lots of eateries here as well as sports shops. Will be back!,False,True,,Shopping mall,0,5,,not spam,good,ChIJVVVVcOcZ2jERuHgJL1B5Aj4,https://maps.google.com/?cid=4468267165598447800&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
Apple Orchard Road,"One of my favorite Apple Stores ever!

The store has a gorgeous two-floor design.

The staff are very nice, kind, and helpful.

“Today at Apple” sessions are held on the second floor.

The space is bright, spacious, and beautifully lit, creating a very welcoming atmosphere.

Definitely will be back again if I have a chance.",False,True,,Electronics store,0,5,,not spam,good,ChIJB0Zz1ZMZ2jERimYnkTZmS-k,https://maps.google.com/?cid=16810642418640053898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"electronics_store, store, point_of_interest, establishment"
Apple Orchard Road,"I had an issue with my iPhone 16 Pro Max showing colored lines on the screen, and I was honestly expecting the worst. But the service at Apple was amazing, smooth, efficient, and professional.

The staff who assisted me (he was wearing a cap, i didn’t catch his name!) was friendly, patient, and reassuring. He explained everything clearly and made the process stress-free. What I thought would be a costly repair turned out to be a warranty-covered fix.

Definitely recommending this Apple service center. Big thank you to the team especially the kind staff wearing the cap and the young lady who both served me between 5.30pm - 7pm on 24 June. 👏👏👏",False,True,,Electronics store,0,5,,not spam,good,ChIJB0Zz1ZMZ2jERimYnkTZmS-k,https://maps.google.com/?cid=16810642418640053898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"electronics_store, store, point_of_interest, establishment"
Ngee Ann City,"Ngee Ann City is one of the most iconic and upscale shopping destinations on Orchard Road — a must-visit for anyone coming to Singapore! The mall is home to a perfect mix of luxury brands, well-known international labels, local boutiques, and lifestyle stores, making it ideal for all kinds of shoppers.

The interior is spacious, elegant, and well-maintained, with a layout that’s easy to navigate. One of the highlights is Takashimaya, the massive Japanese department store inside, which offers everything from fashion and beauty products to home goods and gourmet food. The basement food hall is a paradise for food lovers — you’ll find everything from Japanese snacks and sushi to local delights.

There’s also a great selection of cafes and restaurants, offering both quick bites and full dining experiences. Whether you’re craving Asian cuisine, Western meals, or desserts, you’ll be spoiled for choice.

What makes Ngee Ann City stand out is not just its high-end shopping, but also the vibrant atmosphere, frequent events at the atrium, and excellent service throughout. It’s a place where shopping feels relaxing and enjoyable.

Highly recommended for tourists and locals alike. Whether you're window shopping, enjoying a meal, or treating yourself to something special, Ngee Ann City offers a truly complete and satisfying experience.",False,True,,Shopping mall,0,5,,not spam,good,ChIJ_7pt85EZ2jERPfKpmuwrzys,https://maps.google.com/?cid=3156790159017112125&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Ngee Ann City,Went to try out this jap food.. taste  not too bad. The meat was soft but it taste like mince meat. The veg is nice too.,False,True,,Shopping mall,0,5,,not spam,good,ChIJ_7pt85EZ2jERPfKpmuwrzys,https://maps.google.com/?cid=3156790159017112125&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment"
Orchard Hotel Singapore,"Excellent hotel! The breakfast alone was worth the price of the hotel room fair. Amazing full course resort level breakfast! Rooms were clean, pool was awesome and not crowded.  Staff was friendly and very helpful.  Full grocery store that’s downstairs if you need anything.  Kid friendly! Definitely will stay again!",False,False,,Hotel,0,5,,not spam,good,ChIJ-ZtvtowZ2jER4uzcVTpI2S0,https://maps.google.com/?cid=3303751217038814434&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment"
Orchard Hotel Singapore,"★★★★★
Had a wonderful stay at The Orchard Hotel Singapore! The location is perfect right in the heart of the city with easy access to shopping and transport. Rooms were clean, modern, and very comfortable. The staff were friendly and professional, making the whole experience smooth and welcoming. Highly recommend for both business and leisure stays!",False,True,"Dear Sithupa,

Thank you for your wonderful review! We’re delighted to hear that you enjoyed your stay at Orchard Hotel Singapore and appreciated our central location, comfortable rooms, and the warm hospitality of our team.

It’s especially rewarding to know that our service made your experience smooth and welcoming. Whether for business or leisure, we’re thrilled to be your hotel of choice and truly appreciate your recommendation.

We look forward to welcoming you back for another memorable stay in the heart of the city.

Best Regards,
Nick Chia
Executive Assistant Manager",Hotel,0,5,,not spam,good,ChIJ-ZtvtowZ2jER4uzcVTpI2S0,https://maps.google.com/?cid=3303751217038814434&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment"
Hilton Singapore Orchard,"I recently stayed at Hilton Singapore Orchard and had a wonderful experience! The hotel is beautiful, clean, and very welcoming. From the concierge to check-in and housekeeping, every staff member I encountered was friendly and professional.

One of the highlights of my stay was the Executive Lounge. We had our breakfast there daily, and the service was exceptional. A special mention to Jimmy, he was incredibly attentive and ensured we were well taken care of throughout.

I highly recommend staying at Hilton Singapore Orchard. I’ll definitely be coming back!",False,False,"Dear Kathy Victoria,

Thank you for taking the time to share your recent experience in Hilton Singapore Orchard and for giving us perfect 5-Star feedback.

We are expecting to welcome you back to our hotel next time you will travel to our area - please let me know if we can assist with booking and arrangements.

Kind Regards,
Raj Muniandy,
Duty Manager",Hotel,0,5,,not spam,good,ChIJU2DzfLcZ2jER4WGAnEnqNFw,https://maps.google.com/?cid=6644192952157495777&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"hotel, banquet_hall, wedding_venue, event_venue, lodging, point_of_interest, establishment"
Hilton Singapore Orchard,"I would like to extend my heartfelt thanks for the wonderful experience provided by your team—especially the exceptional staff at the Executive Lounge.

A special mention goes to Jimmy and Aurelius, who truly stood out during my stay. They were incredibly patient, attentive, and always made sure our needs were met with a smile. Their service consistently went above and beyond, and it made our time at the hotel not just comfortable, but truly memorable.

The entire Executive Lounge team deserves praise for their professionalism, warmth, and dedication to guest satisfaction. It’s rare to find such a consistently high level of service, and I hope their efforts are recognized and appreciated internally as much as they are by your guests.

Please convey my thanks and appreciation to Jimmy, Aurelius, and the rest of the team. I look forward to returning in the future and will gladly recommend Hilton Singapore Orchard to others.

Great job Hilton Singapore Team!",False,False,"Dear Charis Low,

Thank you for taking the time to share such wonderful feedback regarding your stay at Hilton Singapore Orchard. It brings us immense joy to hear that you had such a memorable experience, especially in the Executive Lounge.

A special mention of appreciation will be shared with Jimmy, Aurelius, and the entire Executive Lounge team for their exceptional service. Their dedication to guest satisfaction truly exemplifies the spirit of hospitality that we strive to deliver.

We are grateful for your kind words and your willingness to recommend us. The team eagerly anticipates the opportunity to welcome you back for another exceptional stay.


With warmest regards,
Daisy Yew
Hilton Singapore Orchard",Hotel,0,5,,not spam,good,ChIJU2DzfLcZ2jER4WGAnEnqNFw,https://maps.google.com/?cid=6644192952157495777&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"hotel, banquet_hall, wedding_venue, event_venue, lodging, point_of_interest, establishment"
United Square Shopping Mall,"A smaller, but usefull shopingmall with many small useful shops and restaurants. The top dloor is tutirial place for music, language and other subjects. Always full.",False,True,,Shopping mall,0,5,,not spam,good,ChIJRX3v4ecZ2jERD0BlqjhXKCc,https://maps.google.com/?cid=2821601067436163087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
United Square Shopping Mall,"It is another nearby shopping mall that is next to velocity. It is an old mall that you can find local brand shops. We can find many shops for moms and kids, children, families, etc.",False,True,,Shopping mall,0,5,,not spam,good,ChIJRX3v4ecZ2jERD0BlqjhXKCc,https://maps.google.com/?cid=2821601067436163087&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment"
Newton MRT Station (NS21),A convenient mrt station... Sheltered till u reach the Newton circus hawker center. Very impressive!,False,False,,Railway services,0,5,,not spam,good,ChIJc25YLvQZ2jERs2ymuBdkbi8,https://maps.google.com/?cid=3417779220265725107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
Newton MRT Station (NS21),"The red line side of Newton MRT has been relatively stable state since a long while back, serving commuters who are passing major areas of Singapore like Orchard, Bishan, and Toa Payoh. This station is also interchange to the blue line, if you're heading up towards Bukit Timah main road.

Just be mindful of the confusing interior, and ask the staff if you have any concerns whatsoever.",False,True,,Railway services,0,5,,not spam,good,ChIJc25YLvQZ2jERs2ymuBdkbi8,https://maps.google.com/?cid=3417779220265725107&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment"
YOTEL Singapore Orchard Road,"Great Value Stay in the Heart of Orchard Road – YOTEL Singapore||We really enjoyed our stay at YOTEL Singapore. The location is unbeatable—right on Orchard Road, with easy access to shopping, dining, and transport.||The room is compact but smartly designed. If you’re not traveling with too much luggage, it works well. We had two suitcases and managed comfortably. The bed was very comfortable, and we appreciated the little touches like bottled water and a usable (though small) ironing board.||The bathroom and toilet area is open-concept with a partial glass wall to the main room. It was unique and gave a nice view of the city. Close the blinds if you don't want anyone seeing your shower or on the toilet. The bathroom did contribute to a slight musty smell, likely due to the shower being basically in the same space as the sleeping area. This room is only designed to share with people you are comfortable with as there is a lack of privacy. (You can see the outline of the person as they shower.)||The pool area is small but very well maintained, and open until 10pm, which was great for a relaxing evening swim. We also loved the funky restaurant next to the pool—fun vibe and good food.||Overall, this hotel offers great value for money, especially considering the central location. A solid option if you're looking for a modern, no-fuss stay in Singapore. We loved it.",False,False,,Hotel,0,5,,not spam,good,ChIJdeB0FI0Z2jERfMMx7jtAfsg,https://maps.google.com/?cid=14447055280794616700&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
YOTEL Singapore Orchard Road,"Nice, clean and quaint hotel. On main Orchard Road where shops, cafes and sights to see are nearby. Metro and buses easy to acquire as well as Grab or taxis. Affordable and automated check in and checkout. Breakfast available for extra charge. Helpful front desk staff and cleaners.",False,False,,Hotel,0,5,,not spam,good,ChIJdeB0FI0Z2jERfMMx7jtAfsg,https://maps.google.com/?cid=14447055280794616700&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"hotel, lodging, point_of_interest, establishment"
Wheelock Place,"Finally a premium audio lifestyle store at Wheelock Place. Great audio selection, impressive set up by TC Acoustic Team. Always love the great service by their team. You can feel the passion by the sales team. Visit them at Level 3, Wheelock Place. Take the escalator from Level 1 directly to Level 3 and you will see the store. Very convenient.",False,True,,Shopping mall,0,5,,not spam,good,ChIJmbzds40Z2jERALKuryaSSVI,https://maps.google.com/?cid=5929431079263842816&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Wheelock Place,"Beautiful building is the starting point of subway transportation or underground community shopping. In fact, to cross the road in this area, we  have to walk through or go near the building like this. Wheelock Place is one of the building that should go into.",False,True,,Shopping mall,0,5,,not spam,good,ChIJmbzds40Z2jERALKuryaSSVI,https://maps.google.com/?cid=5929431079263842816&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment"
Sultan Mosque,"What a lovely afternoon exploring Arab Street! The whole area is full of charm with colorful little shops and friendly vendors. I wandered around with no real plan and ended up with a delicious snack in hand and a beautiful blue pendant with green emerald details from a Turkish shop. It was such a nice surprise.

The highlight was visiting Sultan Mosque. It is absolutely gorgeous in person. The golden dome catches your eye from far away and the entire place has a peaceful and welcoming atmosphere. If you’re in Singapore, make sure to stop by. It is a perfect mix of culture, color, and calm.",False,True,,Mosque,0,5,,not spam,good,ChIJb6xq2bAZ2jERE1P6sVKtofw,https://maps.google.com/?cid=18204021739493151507&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment"
Sultan Mosque,"Historical mosque and a must to visit place in Singapore, very well maintained and plenty of space for five time prayers. This area is also great to visit halal restaurants. Highly recommended if you are visiting Singapore as a tourist.",False,True,,Mosque,0,5,,not spam,good,ChIJb6xq2bAZ2jERE1P6sVKtofw,https://maps.google.com/?cid=18204021739493151507&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.7,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment"
