title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label
Victoria Junior College,My friends told me itâs elite here but i couldnât make it :(,False,True,,Junior college,0,5.0,not spam,bad,ChIJF_09TJ8i2jERuSvA4AMZtEQ,https://maps.google.com/?cid=4950609394833304505&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"university, school, point_of_interest, establishment",no_rant_without_visit,,,My friends told me itâs elite here but i couldnât make it :(,Not Spam,Negative,Not Sarcastic,0.11459149420261383,Not Relevant
WaterWorld,"So sad, it is closed this day. I dont know why and when it will be reopened, planning your trip ahead and do not miss out the show",False,True,,Tourist attraction,0,1.0,not spam,bad,ChIJ4zgI4zkZ2jERcumg6t8I9eg,https://maps.google.com/?cid=16786332943900535154&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"tourist_attraction, point_of_interest, establishment",no_rant_without_visit,,,"So sad, it is closed this day. I dont know why and when it will be reopened, planning your trip ahead and do not miss out the show",Not Spam,Negative,Not Sarcastic,0.325885534286499,Relevant
Police Coast Guard - Brani Base (Headquarters),Restricted access,False,True,,Coast guard station,0,1.0,not spam,bad,ChIJ81JXrksY2jER7-F68K-_oI8,https://maps.google.com/?cid=10349482706072166895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"point_of_interest, establishment",no_rant_without_visit,,,Restricted access,Not Spam,Neutral,Not Sarcastic,0.38731539249420166,Relevant
Police Coast Guard - Brani Base (Headquarters),"Teach live-saving skills to the recruits here to earn some pocket money.
This is one of the most tedious place to gain entry access :(",False,True,,Coast guard station,0,2.0,not spam,bad,ChIJ81JXrksY2jER7-F68K-_oI8,https://maps.google.com/?cid=10349482706072166895&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"point_of_interest, establishment",no_rant_without_visit,,,"Teach live-saving skills to the recruits here to earn some pocket money.
This is one of the most tedious place to gain entry access :(",Spam,Negative,Sarcastic,0.35751232504844666,Relevant
Singapore Cable Car,Overpriced didn't jump on. Walk through marang trail to get the best views,False,True,,Mountain cable car,0,1.0,not spam,bad,ChIJAQAAAK0e2jERMFQeIT5IR-E,https://maps.google.com/?cid=16233022813561050160&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"tourist_attraction, point_of_interest, establishment",no_rant_without_visit,,,Overpriced didn't jump on. Walk through marang trail to get the best views,Not Spam,Neutral,Not Sarcastic,0.4616945683956146,Relevant
St Andrew's Junior College,"@orchard library there was this girl that had a seat and when a seat was finally available and I wanted to go seat there. BUT THIS GIRL PUT HER BAG THERE TO CHOPE FOR HER FRIEND!!!
her friends were not there. I had to stand there don't know what shld I do. She was calling her friends and she just smiled at me whatever. And then there was another seat so I sat down. And I see that they are from ST ANDREW JC. PLEASE THESE GURLS ARE SO SHAMELESS ANS SELFISH!!!!!!!",False,True,,Junior college,0,1.0,not spam,bad,ChIJuxPYdnkX2jERGZ5cvcNOvJs,https://maps.google.com/?cid=11221930974102986265&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"university, point_of_interest, establishment",no_rant_without_visit,,,"@orchard library there was this girl that had a seat and when a seat was finally available and I wanted to go seat there. BUT THIS GIRL PUT HER BAG THERE TO CHOPE FOR HER FRIEND!!!
her friends were not there. I had to stand there don't know what shld I do. She was calling her friends and she just smiled at me whatever. And then there was another seat so I sat down. And I see that they are from ST ANDREW JC. PLEASE THESE GURLS ARE SO SHAMELESS ANS SELFISH!!!!!!!",Not Spam,Negative,Not Sarcastic,0.14200314767658712,Not Relevant
Google Singapore,"As a small business owner, Iâm incredibly disappointed with how Google handles reviews. Itâs frustrating and unfair that Google allows itself to be used as a platform for malicious, unsubstantiated, and defamatory reviewsâoften from people who may not even be genuine customers.

There appears to be little to no verification process for the authenticity of the claims made in these reviews. Anyone can say anything, and it gets published instantly, with no fact-checking or accountability. Meanwhile, honest small businesses trying to serve their communities are left to suffer the consequences of false narratives.

This system is broken. Google should take responsibility and implement stronger review moderation and authentication protocols to prevent abuse. The current model fails the very people who rely on it most.",False,True,,Corporate office,0,1.0,not spam,bad,ChIJ6Zgp8REZ2jERKgNTh7hU5EM,https://maps.google.com/?cid=4892128246752281386&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"corporate_office, point_of_interest, establishment",no_rant_without_visit,,,"As a small business owner, Iâm incredibly disappointed with how Google handles reviews. Itâs frustrating and unfair that Google allows itself to be used as a platform for malicious, unsubstantiated, and defamatory reviewsâoften from people who may not even be genuine customers.

There appears to be little to no verification process for the authenticity of the claims made in these reviews. Anyone can say anything, and it gets published instantly, with no fact-checking or accountability. Meanwhile, honest small businesses trying to serve their communities are left to suffer the consequences of false narratives.

This system is broken. Google should take responsibility and implement stronger review moderation and authentication protocols to prevent abuse. The current model fails the very people who rely on it most.",Not Spam,Negative,Not Sarcastic,0.4050328739815288,Relevant
Golden Mile Tower,"Golden Mile Tower looks like a concrete maze designed to trap anyone who enters. Crowded corridors, confusing layouts, and outdated vibesÑwhy would anyone willingly go in? Just imagining it is enough to give me a headache.",False,True,,Business center,0,1.0,not spam,bad,ChIJbbdIO4IZ2jERNy8PieRUlHE,https://maps.google.com/?cid=8184259763367784247&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.0,"point_of_interest, establishment",no_rant_without_visit,Created,,"Golden Mile Tower looks like a concrete maze designed to trap anyone who enters. Crowded corridors, confusing layouts, and outdated vibesÑwhy would anyone willingly go in? Just imagining it is enough to give me a headache.",Not Spam,Negative,Not Sarcastic,0.3233340233564377,Relevant
IKEA Alexandra,"IKEA Alexandra? I donÕt even need to go there to know itÕs a nightmare. The thought of endless furniture mazes, screaming kids, and impossible parking is enough to make me sweat. Honestly, some places are stressful just by existing, and this has ÒchaosÓ written all over it.",False,True,,Furniture store,0,1.0,not spam,bad,ChIJ7_H89cwb2jERnCtKAIjAX44,https://maps.google.com/?cid=10259130166526225308&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"furniture_store, home_improvement_store, home_goods_store, store, point_of_interest, establishment",no_rant_without_visit,Created,,"IKEA Alexandra? I donÕt even need to go there to know itÕs a nightmare. The thought of endless furniture mazes, screaming kids, and impossible parking is enough to make me sweat. Honestly, some places are stressful just by existing, and this has ÒchaosÓ written all over it.",Not Spam,Negative,Not Sarcastic,0.39537326991558075,Relevant
ION Orchard,"ItÕs basically a maze of luxury shops and crowds, and honestly, thatÕs enough for me to stay away. Just picturing the flashing lights, endless escalators, and frantic shoppers is exhausting. Some places donÕt even need a visit to know theyÕre stressful, and this is one of them.",False,False,,Shopping mall,0,1.0,not spam,bad,ChIJu6qq6Y0Z2jERZQZRLwnba5k,https://maps.google.com/?cid=11055170542806042213&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"shopping_mall, point_of_interest, establishment",no_rant_without_visit,Created,,"ItÕs basically a maze of luxury shops and crowds, and honestly, thatÕs enough for me to stay away. Just picturing the flashing lights, endless escalators, and frantic shoppers is exhausting. Some places donÕt even need a visit to know theyÕre stressful, and this is one of them.",Not Spam,Negative,Not Sarcastic,0.31918556491533917,Relevant
J.B. Ah Meng Restaurant,My friend told me the food here is legendaryÉ but do they even serve anything thatÕs not fried? Asking for a friend.,False,True,,Chinese restaurant,0,1.0,not spam,bad,ChIJLQ-16_4Z2jERFj2nuT9QXas,https://maps.google.com/?cid=12348113987947674902&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"chinese_restaurant, seafood_restaurant, restaurant, food, point_of_interest, establishment",no_rant_without_visit,Created,,My friend told me the food here is legendaryÉ but do they even serve anything thatÕs not fried? Asking for a friend.,Not Spam,Neutral,Not Sarcastic,0.397705336411794,Relevant
Junction 8,Apparently the shops here change faster than my socks. Can anyone keep up?,False,True,,Shopping mall,0,1.0,not spam,bad,ChIJb-ErmBYX2jERBl1gF7cPIj4,https://maps.google.com/?cid=4477158258605317382&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment",no_rant_without_visit,Created,,Apparently the shops here change faster than my socks. Can anyone keep up?,Not Spam,Negative,Not Sarcastic,0.22029222548007965,Not Relevant
Kallang MRT Station (EW10),"The station feels different at night, quieter but still busy. HavenÕt seen it yet.",False,False,,Railway services,0,1.0,not spam,bad,ChIJsx29uk8Z2jERmPP-HR07M9U,https://maps.google.com/?cid=15362687750134231960&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",no_rant_without_visit,Created,,"The station feels different at night, quieter but still busy. HavenÕt seen it yet.",Not Spam,Neutral,Not Sarcastic,0.20609179139137268,Not Relevant
Katong ActiveSG Swimming Complex,"Heard the facilities are not well-maintained, at least from what they saw.",False,True,,Swimming pool,0,1.0,not spam,bad,ChIJRz8R7kMY2jER-96gfYSOqvw,https://maps.google.com/?cid=18206521143293173499&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"swimming_pool, sports_activity_location, point_of_interest, establishment",no_rant_without_visit,Created,,"Heard the facilities are not well-maintained, at least from what they saw.",Not Spam,Negative,Not Sarcastic,0.500579833984375,Relevant
KFF Badminton Arena,"ItÕs easy to book a court, but tricky to find an empty one during peak hours.",False,False,,Arena,0,1.0,not spam,bad,ChIJZeUMXQAZ2jERJlPsHB4fyNA,https://maps.google.com/?cid=15044308769425871654&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"arena, event_venue, point_of_interest, establishment",no_rant_without_visit,Created,,"ItÕs easy to book a court, but tricky to find an empty one during peak hours.",Not Spam,Neutral,Not Sarcastic,0.19552010297775269,Not Relevant
Lucky Plaza,"Lights, signsÉ the sensory overload is real even from afar.",False,True,,Shopping mall,0,5.0,not spam,good,ChIJ6xFibZIZ2jERlMTu3Bo6a9c,https://maps.google.com/?cid=15522564427712742548&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"shopping_mall, point_of_interest, establishment",no_rant_without_visit,Created,,"Lights, signsÉ the sensory overload is real even from afar.",Not Spam,Neutral,Not Sarcastic,0.28191304206848145,Not Relevant
Marine Cove Playground,"Kids running everywhere like they own the place. Somehow, even from afar, it looks like pure chaos and fun at the same time.",False,True,,Playground,0,1.0,not spam,bad,ChIJ4ShJI3YY2jERzwtLMJ7hQMg,https://maps.google.com/?cid=14429781275626376143&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"playground, tourist_attraction, point_of_interest, establishment",no_rant_without_visit,Created,,"Kids running everywhere like they own the place. Somehow, even from afar, it looks like pure chaos and fun at the same time.",Not Spam,Positive,Sarcastic,0.5818866789340973,Relevant
Merlion Park,"The statue looks iconic from pictures, but seeing all the crowded people makes it feel overwhelming.",False,True,,Park,0,1.0,not spam,bad,ChIJBTYg1g4Z2jERp_MBbu5erWY,https://maps.google.com/?cid=7398674140980442023&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"park, tourist_attraction, point_of_interest, establishment",no_rant_without_visit,Created,,"The statue looks iconic from pictures, but seeing all the crowded people makes it feel overwhelming.",Not Spam,Positive,Not Sarcastic,0.28032439947128296,Not Relevant
National Orchid Garden,Always wanted to wander through rows of colorful flowers and get lost in the scents.,False,True,,Garden,0,1.0,not spam,bad,ChIJQZPwo3Ab2jERqobnp1dHMGQ,https://maps.google.com/?cid=7219348644479600298&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.8,"garden, park, point_of_interest, establishment",no_rant_without_visit,Created,,Always wanted to wander through rows of colorful flowers and get lost in the scents.,Not Spam,Positive,Not Sarcastic,0.3181692957878113,Relevant
Ngee Ann City,"ItÕs a place IÕve always wanted to visit, imagining the bright lights and lively crowd.",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJ_7pt85EZ2jERPfKpmuwrzys,https://maps.google.com/?cid=3156790159017112125&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",no_rant_without_visit,Created,,"ItÕs a place IÕve always wanted to visit, imagining the bright lights and lively crowd.",Not Spam,Positive,Not Sarcastic,0.3210422396659851,Relevant
Orchard Hotel Singapore,"The exterior already suggests a mix of calm and luxury, even from the street.",False,False,,Hotel,0,1.0,not spam,bad,ChIJ-ZtvtowZ2jER4uzcVTpI2S0,https://maps.google.com/?cid=3303751217038814434&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"hotel, lodging, point_of_interest, establishment",no_rant_without_visit,Created,,"The exterior already suggests a mix of calm and luxury, even from the street.",Not Spam,Positive,Not Sarcastic,0.2376842498779297,Not Relevant
Pan Pacific Singapore,"From a distance, it screams wealth, but picturing stepping inside makes it feel a bit stiff and formal.",False,True,,Hotel,0,1.0,not spam,bad,ChIJsQvJ8KgZ2jER9PL5Qty0i9Y,https://maps.google.com/?cid=15459649003988841204&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"hotel, lodging, point_of_interest, establishment",no_rant_without_visit,Created,,"From a distance, it screams wealth, but picturing stepping inside makes it feel a bit stiff and formal.",Not Spam,Neutral,Not Sarcastic,0.14759817719459534,Not Relevant
Parkway Parade,"The mall must be a whirlwind on weekends, people everywhere. Even imagining the rush makes it feel exhausting.",False,True,,Shopping mall,0,1.0,not spam,bad,ChIJ2WUXmnEY2jERoGOSkJVgnrY,https://maps.google.com/?cid=13159061356715074464&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"shopping_mall, point_of_interest, establishment",no_rant_without_visit,Created,,"The mall must be a whirlwind on weekends, people everywhere. Even imagining the rush makes it feel exhausting.",Not Spam,Negative,Not Sarcastic,0.3139575272798538,Relevant
Pei Chun Public School,"The exterior looks neat enough, but I suspect the energy inside can be a bit too much to handle.",False,False,,Educational institution,0,1.0,not spam,bad,ChIJ_68_uG8X2jERyldHou77MrY,https://maps.google.com/?cid=13128832866081789898&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.7,"point_of_interest, establishment",no_rant_without_visit,Created,,"The exterior looks neat enough, but I suspect the energy inside can be a bit too much to handle.",Not Spam,Negative,Not Sarcastic,0.2659173905849457,Not Relevant
Anchorpoint,"It's a small mall but there are some good places to eat like Jack's place, Ma Maison, and a few more.",False,False,,Shopping mall,0,5.0,not spam,good,ChIJVXvuuswb2jER8BZU_kcS2ds,https://maps.google.com/?cid=15841713264671332080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",neutral_review,,,"It's a small mall but there are some good places to eat like Jack's place, Ma Maison, and a few more.",Not Spam,Positive,Not Sarcastic,0.3351843059062958,Relevant
Bidadari Park,"Bidadari Park is our nearby neighborhood park, a beautiful garden, conveniently accessible by public transportation & Woodleigh MRT.
A brick morning walk, really an eye open appreciation to the creation by all designers, planners & builders.
Historical events like a live show presentation - The heritage Walk, the Art of Wonder on the wall link to Woodleigh MRT, lighten all magical imagination, Bidadari Etymology History, the Education Establishments, Terraced Wetlands.
This is a good value education understanding our roots & the bringing, a treasure of our  time.
24 hrs through Block Link to Bidadari Park ðï¸âï¸ð·ð¾ð±ðð¿",False,True,,Park,0,5.0,not spam,good,ChIJ7_AMIJkX2jER7Ch6tzCHNyI,https://maps.google.com/?cid=2465587964315052268&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"park, point_of_interest, establishment",neutral_review,,,"Bidadari Park is our nearby neighborhood park, a beautiful garden, conveniently accessible by public transportation & Woodleigh MRT.
A brick morning walk, really an eye open appreciation to the creation by all designers, planners & builders.
Historical events like a live show presentation - The heritage Walk, the Art of Wonder on the wall link to Woodleigh MRT, lighten all magical imagination, Bidadari Etymology History, the Education Establishments, Terraced Wetlands.
This is a good value education understanding our roots & the bringing, a treasure of our  time.
24 hrs through Block Link to Bidadari Park ðï¸âï¸ð·ð¾ð±ðð¿",Not Spam,Positive,Not Sarcastic,0.2925436310470104,Not Relevant
Caritas Agape Village,"Weekly ACMI Masses are held here. My children love the playground on Level 2. Various Archdiocesan ministries to migrants, children in need of extra protection, etc.",False,True,,Social welfare center,0,5.0,not spam,good,ChIJXyS6-XEX2jERux_6LEojh_o,https://maps.google.com/?cid=18052436432827064251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"community_center, event_venue, point_of_interest, establishment",neutral_review,,,"Weekly ACMI Masses are held here. My children love the playground on Level 2. Various Archdiocesan ministries to migrants, children in need of extra protection, etc.",Not Spam,Positive,Not Sarcastic,0.5052183071772257,Relevant
BCA Academy,Was here to learn a new industry and undergo training under their experienced instructors. Theory lessons were conducted in a clean and airconditioned room while practical lessons were held outdoors(depending on the course you take). In house canteen is available at Blk C ground level. Plenty of  parking available as I went during phase 2. Or you can choose to park at bishan st 13 HDB and take a 5 minute walk to the academy.,False,True,,Educational institution,0,5.0,not spam,good,ChIJOxhExnIX2jEROgvMdV2bvHw,https://maps.google.com/?cid=8988229782035237690&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review,,,Was here to learn a new industry and undergo training under their experienced instructors. Theory lessons were conducted in a clean and airconditioned room while practical lessons were held outdoors(depending on the course you take). In house canteen is available at Blk C ground level. Plenty of  parking available as I went during phase 2. Or you can choose to park at bishan st 13 HDB and take a 5 minute walk to the academy.,Not Spam,Neutral,Not Sarcastic,0.47514461278915404,Relevant
Bedok Reservoir MRT Station (DT30),The closest MRT station to the Bedok Reservoir. It's on the downtown line. Please note that you need to walk around 100m besides Baywater condo after coming out from Exit A and need to cross the road. You can already see the reservoir from the road crossing.,False,True,,Transportation service,0,5.0,not spam,good,ChIJp7rLCkY92jERRFElyNyk4dU,https://maps.google.com/?cid=15411780667996197188&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",neutral_review,,,The closest MRT station to the Bedok Reservoir. It's on the downtown line. Please note that you need to walk around 100m besides Baywater condo after coming out from Exit A and need to cross the road. You can already see the reservoir from the road crossing.,Not Spam,Neutral,Not Sarcastic,0.4622100666165352,Relevant
Buona Vista,"old station, one of the ""originals"". the surrounding place has changed heaps since i last visited. i do enjoy standing at the corner outside (at the mall next to it) and watch the trains go by.",False,True,,Subway station,0,5.0,not spam,good,ChIJsQvqY0Ia2jER_QrezH_adnY,https://maps.google.com/?cid=8536250386160159485&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.0,"subway_station, transit_station, point_of_interest, establishment",neutral_review,,,"old station, one of the ""originals"". the surrounding place has changed heaps since i last visited. i do enjoy standing at the corner outside (at the mall next to it) and watch the trains go by.",Not Spam,Positive,Not Sarcastic,0.4635488490263621,Relevant
Buona Vista MRT Station (CC22),"This MRT station is very lively in evening or  night. The lively side is at Exit D. There is MOE building just at the Exit. There were students just sitting in circle at one end. Lively surroundings.
To go to Star Vista take Exit C. Very nearby walking just 2-3 minutes.",False,True,,Transportation service,0,5.0,not spam,good,ChIJ7e11tPob2jERasVPYICVQAc,https://maps.google.com/?cid=522581935379170666&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",neutral_review,,,"This MRT station is very lively in evening or  night. The lively side is at Exit D. There is MOE building just at the Exit. There were students just sitting in circle at one end. Lively surroundings.
To go to Star Vista take Exit C. Very nearby walking just 2-3 minutes.",Not Spam,Positive,Not Sarcastic,0.40576698184013366,Relevant
Coastal Playgrove,"Mini pool for kids from 5-12 yrs old. Restaurant nearby old town white cafe,burger king and thai food just side by side..",False,True,,Park,0,5.0,not spam,good,ChIJUblRbI4Z2jERxFFX4oTirxA,https://maps.google.com/?cid=1202428685892145604&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"park, playground, point_of_interest, establishment",neutral_review,,,"Mini pool for kids from 5-12 yrs old. Restaurant nearby old town white cafe,burger king and thai food just side by side..",Not Spam,Neutral,Not Sarcastic,0.30459654331207275,Relevant
Dakota MRT Station (CC8),"Great station for travelling between Mountbatten and paya lebar. Other than that, not much. Just a toilet and an information counter. Not much to expect in a mrt station.",False,True,,Railway services,0,5.0,not spam,bad,ChIJr36MxgkZ2jER7U1scqQWtGY,https://maps.google.com/?cid=7400564983226715629&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",neutral_review,,,"Great station for travelling between Mountbatten and paya lebar. Other than that, not much. Just a toilet and an information counter. Not much to expect in a mrt station.",Not Spam,Positive,Not Sarcastic,0.4026186242699623,Relevant
Enterprise One,"I went for lunch. The coffee shop is operated by koufu. There are chi es,indian,malay n thsi stalls.",False,True,,Business center,0,1.0,not spam,good,ChIJqUKFh_AX2jERDLl7AvYWBoI,https://maps.google.com/?cid=9369201320650324236&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.0,"real_estate_agency, point_of_interest, establishment",neutral_review,,,"I went for lunch. The coffee shop is operated by koufu. There are chi es,indian,malay n thsi stalls.",Not Spam,Neutral,Not Sarcastic,0.3641524265209834,Relevant
Eunos MRT Station (EW7),"You can get your ATM machines here (ocbc, posb, Citi) or self aid machines such as SAM or AXS.

Additionally, you can to top up your ez link cards here too (cash accepted). Then go around to get some food before doing your grocery shopping.

Generally a very very quiet neighborhood where not many would purposely come here.

Otherwise, a typical Mrt station which is well equipped.",False,True,,Railway services,0,5.0,not spam,good,ChIJ9RI97esZ2jER4IlsLkJ8EHc,https://maps.google.com/?cid=8579493913829345760&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"point_of_interest, establishment",neutral_review,,,"You can get your ATM machines here (ocbc, posb, Citi) or self aid machines such as SAM or AXS.

Additionally, you can to top up your ez link cards here too (cash accepted). Then go around to get some food before doing your grocery shopping.

Generally a very very quiet neighborhood where not many would purposely come here.

Otherwise, a typical Mrt station which is well equipped.",Not Spam,Neutral,Not Sarcastic,0.3331334590911865,Relevant
Farrer Park MRT Station (NE8),MRT station near Serangoon road with connections to all other places at Singapore.,False,True,,Suburban train line,0,5.0,not spam,good,ChIJm18xEMYZ2jER-3GTUW917eI,https://maps.google.com/?cid=16351854943022576123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",neutral_review,,,MRT station near Serangoon road with connections to all other places at Singapore.,Not Spam,Neutral,Sarcastic,0.6552368402481079,Relevant
Farrer Road MRT Station (CC20),"Farrer Road mrt located along Circle Line, near to Empress Market, Saint Ignatius Church and Baptist Church.",False,True,,Railway services,0,5.0,not spam,good,ChIJw6y2Nnwb2jERMKYEFs5HqS8,https://maps.google.com/?cid=3434355141304952368&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",neutral_review,,,"Farrer Road mrt located along Circle Line, near to Empress Market, Saint Ignatius Church and Baptist Church.",Not Spam,Neutral,Not Sarcastic,0.6088855266571045,Relevant
Guthrie House,"Decent place in sixth avenue, not much amenities but at least it a 10 minute walk from the sixth avenue mrt station. Just a cold storage here and several smaller chain and outlet, mostly medical clinic and tuition centres. Not many footfall at this place when I visited.",False,True,,Business center,0,5.0,not spam,bad,ChIJm4FN5MoR2jER2GHX6oHY6bU,https://maps.google.com/?cid=13108246242940903896&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"corporate_office, point_of_interest, establishment",neutral_review,,,"Decent place in sixth avenue, not much amenities but at least it a 10 minute walk from the sixth avenue mrt station. Just a cold storage here and several smaller chain and outlet, mostly medical clinic and tuition centres. Not many footfall at this place when I visited.",Not Spam,Positive,Not Sarcastic,0.5314480463663737,Relevant
Kaki Bukit,Just a simple mrt station just 1 food shop inside,False,True,,Subway station,0,1.0,not spam,bad,ChIJ4TqGV_sX2jERpTXYBmVKylM,https://maps.google.com/?cid=6037720048210556325&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"subway_station, transit_station, point_of_interest, establishment",neutral_review,,,Just a simple mrt station just 1 food shop inside,Not Spam,Neutral,Not Sarcastic,0.5029769539833069,Relevant
Kaki Bukit,Subway equiped with mobility assist for those that needs wheelchair. Not a main line so this station is not crowded during peak hours.,False,True,,Subway station,0,5.0,not spam,good,ChIJ4TqGV_sX2jERpTXYBmVKylM,https://maps.google.com/?cid=6037720048210556325&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"subway_station, transit_station, point_of_interest, establishment",neutral_review,,,Subway equiped with mobility assist for those that needs wheelchair. Not a main line so this station is not crowded during peak hours.,Not Spam,Neutral,Not Sarcastic,0.46954576671123505,Relevant
