title,text,isAdvertisement,isLocalGuide,responseFromOwnerText,categoryName,likesCount,stars,spam_label,sentiment_label,id,url,rating,types,policy_label,Unnamed: 15,created,preprocessed_review,spam_label_,sentiment_label_,sarcasm_label_,relevance_score,relevance_label,modified_review,summary
Caribbean at Keppel Bay,Beautiful condominium project surrounded by lush greenery and water everywhere you turn. Made even better by being a stone's throw away from Vivo City. One of the best waterfront living places around,FALSE,TRUE,,Condominium complex,0,5,not spam,good,ChIJk9NTsREb2jER8TZTUgD_UdU,https://maps.google.com/?cid=15371347380038481649&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"condominium_complex, point_of_interest, establishment",positive_review,,,Beautiful condominium project surrounded by lush greenery and water everywhere you turn. Made even better by being a stone's throw away from Vivo City. One of the best waterfront living places around,Not Spam,Positive,Sarcastic,0.609022339,Relevant,Beautiful condominium project surrounded by lush greenery and water everywhere you turn. Made even better by being a stone's throw away from Vivo City. One of the best waterfront living places around (Sarcastic) Category: Condominium complex,"1) Condominium Complex
2) The review is irrelevant as it discusses a personal activity (a condominium project being beautiful), which are not relevant to the condominium complex experience. | Labels: Positive, Sarcastic"
CDC Driving Centre (Ubi),"Been a great experience here - the instructors are qualified and funny. Got my 3A, 2B and 2A here and looking forward to getting my class 2 here to close off my motorcycle journey.

Highly recommend coming here for your lessons - seems like theyâve been making improvements over the years and Iâm thankful because my experience has noticeably gotten faster and smoother over the years.

The app could use some improvements as it is a bit laggy and there are some bugs which causes me to log off.",FALSE,TRUE,,Driving school,0,5,not spam,good,ChIJN409H-AX2jERUGjku0klD2g,https://maps.google.com/?cid=7498252903210313808&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"point_of_interest, establishment",positive_review,,,"Been a great experience here - the instructors are qualified and funny. Got my 3A, 2B and 2A here and looking forward to getting my class 2 here to close off my motorcycle journey.

Highly recommend coming here for your lessons - seems like theyâve been making improvements over the years and Iâm thankful because my experience has noticeably gotten faster and smoother over the years.

The app could use some improvements as it is a bit laggy and there are some bugs which causes me to log off.",Not Spam,Positive,Not Sarcastic,0.4033110082149506,Relevant,"Been a great experience here - the instructors are qualified and funny. Got my 3A, 2B and 2A here and looking forward to getting my class 2 here to close off my motorcycle journey.

Highly recommend coming here for your lessons - seems like theyâve been making improvements over the years and Iâm thankful because my experience has noticeably gotten faster and smoother over the years.

The app could use some improvements as it is a bit laggy and there are some bugs which causes me to log off. Category: Driving school","1) Driving School  
2) The reviewer had a positive experience at the driving school, mentioning that it was a ""great experience"" and highlighting the quality of the instructors. | Labels: Positive"
CDC Driving Centre (Ubi),"I recently completed my driving lessons with Mr Sim (0717) and Mr Arthur Lee (0740) from CDC Ubi (Elite Team 1) and I couldn't be more satisfied with the experience! From the very first lesson, Mr Sim made me feel comfortable and confident behind the wheel. Their calm demeanor and patient teaching style helped me overcome my initial nervousness.

The lessons were well-structured, covering everything from basic maneuvers to more complex driving scenarios. They provided valuable feedback that helped me improve quickly while also boosting my confidence.

Both of them have the ability to explain the rules of the road in a way that was easy to understand. The car was always clean and well-maintained, which made for a pleasant driving experience.

I passed my driving test on the first attempt, and I truly believe it was thanks to the exceptional guidance I received from Mr Sim and Mr Arthur Lee. I highly recommend Elite Team 1  to anyone looking to learn how to drive or improve their driving skills!",FALSE,FALSE,,Driving school,0,5,not spam,good,ChIJN409H-AX2jERUGjku0klD2g,https://maps.google.com/?cid=7498252903210313808&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.8,"point_of_interest, establishment",positive_review,,,"I recently completed my driving lessons with Mr Sim (0717) and Mr Arthur Lee (0740) from CDC Ubi (Elite Team 1) and I couldn't be more satisfied with the experience! From the very first lesson, Mr Sim made me feel comfortable and confident behind the wheel. Their calm demeanor and patient teaching style helped me overcome my initial nervousness.

The lessons were well-structured, covering everything from basic maneuvers to more complex driving scenarios. They provided valuable feedback that helped me improve quickly while also boosting my confidence.

Both of them have the ability to explain the rules of the road in a way that was easy to understand. The car was always clean and well-maintained, which made for a pleasant driving experience.

I passed my driving test on the first attempt, and I truly believe it was thanks to the exceptional guidance I received from Mr Sim and Mr Arthur Lee. I highly recommend Elite Team 1  to anyone looking to learn how to drive or improve their driving skills!",Not Spam,Positive,Not Sarcastic,0.3807820048597123,Relevant,"I recently completed my driving lessons with Mr Sim (0717) and Mr Arthur Lee (0740) from CDC Ubi (Elite Team 1) and I couldn't be more satisfied with the experience! From the very first lesson, Mr Sim made me feel comfortable and confident behind the wheel. Their calm demeanor and patient teaching style helped me overcome my initial nervousness.

The lessons were well-structured, covering everything from basic maneuvers to more complex driving scenarios. They provided valuable feedback that helped me improve quickly while also boosting my confidence.

Both of them have the ability to explain the rules of the road in a way that was easy to understand. The car was always clean and well-maintained, which made for a pleasant driving experience.

I passed my driving test on the first attempt, and I truly believe it was thanks to the exceptional guidance I received from Mr Sim and Mr Arthur Lee. I highly recommend Elite Team 1  to anyone looking to learn how to drive or improve their driving skills! Category: Driving school","1) Driving School  
2) The reviewer completed their driving lessons at M... (due to missing text in the summary output, the exact completion and name of the school cannot be determined exactly. | Labels: Positive"
Chinatown Complex,"Surprisingly good place to find delicious and cheap food. Bad thing is the place can get really hot since itâs not air conditioned.

Walk around the place to find some hidden stalls only the locals know. There will be long queues in front of them.

Price is lower than other places in Singapore but the taste is on average, slightly better or much better.

Overall itâs a good place to have your meals here.",FALSE,TRUE,,Hawker center,0,5,not spam,good,ChIJAenlH3MZ2jERqjoWXlxEH6w,https://maps.google.com/?cid=12402707062307830442&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"restaurant, food, point_of_interest, establishment",positive_review,,,"Surprisingly good place to find delicious and cheap food. Bad thing is the place can get really hot since itâs not air conditioned.

Walk around the place to find some hidden stalls only the locals know. There will be long queues in front of them.

Price is lower than other places in Singapore but the taste is on average, slightly better or much better.

Overall itâs a good place to have your meals here.",Not Spam,Positive,Not Sarcastic,0.5038907527923584,Relevant,"Surprisingly good place to find delicious and cheap food. Bad thing is the place can get really hot since itâs not air conditioned.

Walk around the place to find some hidden stalls only the locals know. There will be long queues in front of them.

Price is lower than other places in Singapore but the taste is on average, slightly better or much better.

Overall itâs a good place to have your meals here. Category: Hawker center","1) Hawker Center
2) The reviewer found a surprisingly good place to find delicious food at the hawker center. | Labels: Positive"
Chinatown Complex,"Very interesting place, one of those where everything happens in the same spot and European like me finds himself totally lost between the signs he canât read, culture he canât comprehend and food and produce he canât recognize. It might be frustrating at first, but itâs also soâ¦ different and oriental that you would come back over and over again. Itâs super noisy, but in a very fascinating way. Something well worth seeing.",FALSE,TRUE,,Hawker center,0,5,not spam,good,ChIJAenlH3MZ2jERqjoWXlxEH6w,https://maps.google.com/?cid=12402707062307830442&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"restaurant, food, point_of_interest, establishment",positive_review,,,"Very interesting place, one of those where everything happens in the same spot and European like me finds himself totally lost between the signs he canât read, culture he canât comprehend and food and produce he canât recognize. It might be frustrating at first, but itâs also soâ¦ different and oriental that you would come back over and over again. Itâs super noisy, but in a very fascinating way. Something well worth seeing.",Not Spam,Positive,Not Sarcastic,0.3937001705169677,Relevant,"Very interesting place, one of those where everything happens in the same spot and European like me finds himself totally lost between the signs he canât read, culture he canât comprehend and food and produce he canât recognize. It might be frustrating at first, but itâs also soâ¦ different and oriental that you would come back over and over again. Itâs super noisy, but in a very fascinating way. Something well worth seeing. Category: Hawker center","1) Hawker Center
2) The reviewer found the hawker center to be an interesting place, but the review is irrelevant as it does not provide specific details about the food, service, or overall experience at the center. | Labels: Positive"
Chinatown MRT Station (DT19),"Amazing location is the best feature of this station. Two lines, North East and Downtown connect here, above the station you have a choice of huge shopping malls. There is two McDonalds just nearby, tons of little Asian places, and itâs only few steps away from Chinatown. One station up and you are in Fort Canning park, 3 stations down and you are at the Bayfront. Canât be any easier than that.",FALSE,TRUE,,Transportation service,0,5,not spam,good,ChIJsxht-eEZ2jER1cl3Egt3Na4,https://maps.google.com/?cid=12553070425803311573&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",positive_review,,,"Amazing location is the best feature of this station. Two lines, North East and Downtown connect here, above the station you have a choice of huge shopping malls. There is two McDonalds just nearby, tons of little Asian places, and itâs only few steps away from Chinatown. One station up and you are in Fort Canning park, 3 stations down and you are at the Bayfront. Canât be any easier than that.",Not Spam,Positive,Not Sarcastic,0.4623665312925974,Relevant,"Amazing location is the best feature of this station. Two lines, North East and Downtown connect here, above the station you have a choice of huge shopping malls. There is two McDonalds just nearby, tons of little Asian places, and itâs only few steps away from Chinatown. One station up and you are in Fort Canning park, 3 stations down and you are at the Bayfront. Canât be any easier than that. Category: Transportation service","1) Transportation Service  
2) The review discusses the positive aspect of an amazing location being the best feature of a transportation service, but does not provide further details about the service itself. | Labels: Positive"
Chinatown MRT Station (DT19),"The MRT is the best way to get around the cityâefficient, affordable, and well-connected. Several stations are conveniently located near major malls like Chinatown Point, OG, and Peopleâs Park Complex, making it easy to combine shopping and sightseeing",FALSE,TRUE,,Transportation service,0,5,not spam,good,ChIJsxht-eEZ2jER1cl3Egt3Na4,https://maps.google.com/?cid=12553070425803311573&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"point_of_interest, establishment",positive_review,,,"The MRT is the best way to get around the cityâefficient, affordable, and well-connected. Several stations are conveniently located near major malls like Chinatown Point, OG, and Peopleâs Park Complex, making it easy to combine shopping and sightseeing",Not Spam,Positive,Not Sarcastic,0.5876414477825165,Relevant,"The MRT is the best way to get around the cityâefficient, affordable, and well-connected. Several stations are conveniently located near major malls like Chinatown Point, OG, and Peopleâs Park Complex, making it easy to combine shopping and sightseeing Category: Transportation service","1) Transportation Service
2) The reviewer describes the MRT as the best way to get around the city. | Labels: Positive"
Chinatown Point,"A lively Chinatown market, perfect for buying and capturing souvenirs.
It's the best place to shop for memorable gifts at great prices.
There were so many chains restaurants as well.",FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJBXC7TAsZ2jERdpAi-2uczMQ,https://maps.google.com/?cid=14180881314271629430&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.2,"shopping_mall, point_of_interest, establishment",positive_review,,,"A lively Chinatown market, perfect for buying and capturing souvenirs.
It's the best place to shop for memorable gifts at great prices.
There were so many chains restaurants as well.",Not Spam,Positive,Sarcastic,0.3503894408543904,Relevant,"A lively Chinatown market, perfect for buying and capturing souvenirs.
It's the best place to shop for memorable gifts at great prices.
There were so many chains restaurants as well. (Sarcastic) Category: Shopping mall","1) Shopping Mall
2) The review discusses a lively Chinatown market with options to buy goods, but the actual content of the purchase and description is not provided in the given snippet. | Labels: Positive, Sarcastic"
City Gate,I'm here only for my wife's favorite banana fritters & sweet potato balls from Golden Banana. Best in town bar none. They just increased their prices. So pretty pricey now. $6 for a pack of either.,FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJE6mq47MZ2jER_HX8IQ9k_dI,https://maps.google.com/?cid=15203417933230142972&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4,"shopping_mall, point_of_interest, establishment",positive_review,,,I'm here only for my wife's favorite banana fritters & sweet potato balls from Golden Banana. Best in town bar none. They just increased their prices. So pretty pricey now. $6 for a pack of either.,Not Spam,Positive,Not Sarcastic,0.2742812097072601,Not Relevant,I'm here only for my wife's favorite banana fritters & sweet potato balls from Golden Banana. Best in town bar none. They just increased their prices. So pretty pricey now. $6 for a pack of either. Category: Shopping mall,"1) Shopping Mall
2) The reviewer is at a shopping mall specifically to purchase bananas for their wife. The content of the review is irrelevant to the general experience of a shopping mall. | Labels: Positive, Not Relevant"
City Gate,"Newly open Japanese restaurant, cozy nice ambience.
Food is a nice, price is affordable, received a Recycle Bag will love to visit again.",FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJE6mq47MZ2jER_HX8IQ9k_dI,https://maps.google.com/?cid=15203417933230142972&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4,"shopping_mall, point_of_interest, establishment",positive_review,,,"Newly open Japanese restaurant, cozy nice ambience.
Food is a nice, price is affordable, received a Recycle Bag will love to visit again.",Not Spam,Positive,Not Sarcastic,0.3816343992948532,Relevant,"Newly open Japanese restaurant, cozy nice ambience.
Food is a nice, price is affordable, received a Recycle Bag will love to visit again. Category: Shopping mall","1) Shopping Mall  
2) The review discusses a newly opened Japanese restaurant within the shopping mall, which is irrelevant to the shopping mall experience. | Labels: Positive"
Boon Keng MRT Station (NE9),It's was a nice station having top up areas there have a NE line train,FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJkdvt4_MZ2jERqjBoc1iI-Ao,https://maps.google.com/?cid=790531648078229674&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",positive_review,,,It's was a nice station having top up areas there have a NE line train,Not Spam,Positive,Sarcastic,0.3597932159900665,Relevant,It's was a nice station having top up areas there have a NE line train (Sarcastic) Category: Railway services,"1) Railway Station 
2) The review discusses personal activities and amenities at the railway station (top-up areas), which are not directly related to the service experience. | Labels: Positive, Sarcastic"
Caritas Agape Village,"Today is graduation for Home Academy student it's very memorable to have our graduation thereðð
It's very easy place to find when follow Google maps",FALSE,TRUE,,Social welfare center,0,5,not spam,good,ChIJXyS6-XEX2jERux_6LEojh_o,https://maps.google.com/?cid=18052436432827064251&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.5,"community_center, event_venue, point_of_interest, establishment",positive_review,,,"Today is graduation for Home Academy student it's very memorable to have our graduation thereðð
It's very easy place to find when follow Google maps",Not Spam,Positive,Not Sarcastic,0.5639681816101074,Relevant,"Today is graduation for Home Academy student it's very memorable to have our graduation thereðð
It's very easy place to find when follow Google maps Category: Social welfare center","1) Social Welfare Center
2) The reviewer discusses personal activities related to a Home Academy student's graduation, which are irrelevant to the social welfare center experience. | Labels: Positive"
Coronation Shopping Plaza,Like the Ntuc serving freshest vegetable,FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJ08duKAYa2jER47-5U4ZdgAo,https://maps.google.com/?cid=756707568909926371&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",positive_review,,,Like the Ntuc serving freshest vegetable,Not Spam,Neutral,Sarcastic,0.3104380071163177,Relevant,Like the Ntuc serving freshest vegetable (Sarcastic) Category: Shopping mall,"1) Shopping Mall
2) The reviewer seems to have had a positive experience with the NTUC store located inside the shopping mall, specifically mentioning their appreciation for the freshness of the vegetables served. | Labels: Neutral, Sarcastic"
GoCycling @ East Coast Park C4,"Must visit place for fun family activity
The beach sand has a pinchy feeling to it.. so beach shoes are recommended ...
Must do cycling in the park ... see water sports activities ... eat ....
Watch birds .... make necessary arrangements  if its a sunny day... it might get a bit hot

Also bring portable comfortable seats for most relaxing experience",FALSE,TRUE,,Bicycle rental service,0,5,not spam,good,ChIJByd2KZwi2jERmNu1msyWr6w,https://maps.google.com/?cid=12443330100961074072&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.1,"point_of_interest, establishment",positive_review,,,"Must visit place for fun family activity
The beach sand has a pinchy feeling to it.. so beach shoes are recommended ...
Must do cycling in the park ... see water sports activities ... eat ....
Watch birds .... make necessary arrangements  if its a sunny day... it might get a bit hot

Also bring portable comfortable seats for most relaxing experience",Not Spam,Positive,Not Sarcastic,0.4038819670677185,Relevant,"Must visit place for fun family activity
The beach sand has a pinchy feeling to it.. so beach shoes are recommended ...
Must do cycling in the park ... see water sports activities ... eat ....
Watch birds .... make necessary arrangements  if its a sunny day... it might get a bit hot

Also bring portable comfortable seats for most relaxing experience Category: Bicycle rental service","1) Bicycle Rental Service  
2) The review does not contain any informative content about the bicycle rental service itself. It appears to be irrelevant as it discusses a fun family activity at location 116, which is not related to the bicycle rental service. | Labels: Positive"
HarbourFront Centre,"Connecting Singapore to several countries like Malaysia and Indonesia. This massive harbour is located inside Vivo City Mall, so it's easy to get by MRT and Bus. There's some souvenir stores, the waiting board has large capacity, the immigration process is not long.",FALSE,TRUE,,Shopping mall,0,5,not spam,good,ChIJ5Qx1aOIb2jERwQsRlRdHaWM,https://maps.google.com/?cid=7163334848920226753&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"shopping_mall, point_of_interest, establishment",positive_review,,,"Connecting Singapore to several countries like Malaysia and Indonesia. This massive harbour is located inside Vivo City Mall, so it's easy to get by MRT and Bus. There's some souvenir stores, the waiting board has large capacity, the immigration process is not long.",Not Spam,Positive,Not Sarcastic,0.3408758044242859,Relevant,"Connecting Singapore to several countries like Malaysia and Indonesia. This massive harbour is located inside Vivo City Mall, so it's easy to get by MRT and Bus. There's some souvenir stores, the waiting board has large capacity, the immigration process is not long. Category: Shopping mall","1) Shopping Mall
2) The review discusses connections between Singapore and other countries but does not provide information about the shopping mall itself. It appears irrelevant. | Labels: Positive"
Immigration & Checkpoints Authority,"Newly built ICA building with fancy interior design. Itâs built over the previous open carpark area next to Kallang road access. New building entrance is next to the bus stop near Lavender MRT. Note no parking is made available to the Public. Parking only at opposite HDB carpark for the public. Drop off point access thru Kallang Road, no waiting allowed. Ateos traffic marshals are deployed on the ground to keep traffic moving.
Currently, only 3 levels are opened to public. Level the info desk & self-registration counters. Level 2 is where the automated passports are dispensed by the robots. Level 3 for new citizens documentation matters.
All Areas are brightly lighted and spacious layout. Multiple ICA officers deployed on the ground to assist as this is a newly opened facility. There is a cafe at the corner of the building for a quick snack.
Note old ICA building construction work is going and fenced up, construction workers can be seen entering & exiting the construction site.",FALSE,TRUE,,Immigration & naturalization service,0,5,not spam,good,ChIJM-4d4bUZ2jEReqCBDPuE7Dk,https://maps.google.com/?cid=4173857168447086714&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.2,"government_office, point_of_interest, establishment",positive_review,,,"Newly built ICA building with fancy interior design. Itâs built over the previous open carpark area next to Kallang road access. New building entrance is next to the bus stop near Lavender MRT. Note no parking is made available to the Public. Parking only at opposite HDB carpark for the public. Drop off point access thru Kallang Road, no waiting allowed. Ateos traffic marshals are deployed on the ground to keep traffic moving.
Currently, only 3 levels are opened to public. Level the info desk & self-registration counters. Level 2 is where the automated passports are dispensed by the robots. Level 3 for new citizens documentation matters.
All Areas are brightly lighted and spacious layout. Multiple ICA officers deployed on the ground to assist as this is a newly opened facility. There is a cafe at the corner of the building for a quick snack.
Note old ICA building construction work is going and fenced up, construction workers can be seen entering & exiting the construction site.",Not Spam,Neutral,Not Sarcastic,0.4992211083571116,Relevant,"Newly built ICA building with fancy interior design. Itâs built over the previous open carpark area next to Kallang road access. New building entrance is next to the bus stop near Lavender MRT. Note no parking is made available to the Public. Parking only at opposite HDB carpark for the public. Drop off point access thru Kallang Road, no waiting allowed. Ateos traffic marshals are deployed on the ground to keep traffic moving.
Currently, only 3 levels are opened to public. Level the info desk & self-registration counters. Level 2 is where the automated passports are dispensed by the robots. Level 3 for new citizens documentation matters.
All Areas are brightly lighted and spacious layout. Multiple ICA officers deployed on the ground to assist as this is a newly opened facility. There is a cafe at the corner of the building for a quick snack.
Note old ICA building construction work is going and fenced up, construction workers can be seen entering & exiting the construction site. Category: Immigration & naturalization service","1) Immigration & Naturalization Service
2) The reviewer provides an informative summary of the new ICA building and its features. | Labels: Neutral"
Kaki Bukit MRT Station (DT28),"One of the nice MRT Station in the Downtown MRT Line.
Nearest Places UBI & Bedok South
Important Attractions Here....
POSB Bank for the Migrant Workers Service
LEO Hostel for the Migrant Workers
Kaki Bukit Hostel for the Migrant Workers",FALSE,FALSE,,Railway services,0,5,not spam,good,ChIJh1JQExsX2jERu42Fr43xXFg,https://maps.google.com/?cid=6367229564032486843&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.6,"point_of_interest, establishment",positive_review,,,"One of the nice MRT Station in the Downtown MRT Line.
Nearest Places UBI & Bedok South
Important Attractions Here....
POSB Bank for the Migrant Workers Service
LEO Hostel for the Migrant Workers
Kaki Bukit Hostel for the Migrant Workers",Not Spam,Positive,Not Sarcastic,0.5686483979225159,Relevant,"One of the nice MRT Station in the Downtown MRT Line.
Nearest Places UBI & Bedok South
Important Attractions Here....
POSB Bank for the Migrant Workers Service
LEO Hostel for the Migrant Workers
Kaki Bukit Hostel for the Migrant Workers Category: Railway services","1) MRT Station
2) The reviewer seems to have visited the location before mentioning it is one of the nice MRT stations in downtown area. | Labels: Positive"
Kembangan MRT Station (EW6),"The most efficient MRT in the world, apparently. This stop is also fascinating and a focal point between intersections of the EW line, Circle line and Downtown line.",FALSE,TRUE,,Railway services,0,5,not spam,good,ChIJWZ9zphwZ2jERy7aV1a3TZP8,https://maps.google.com/?cid=18403066720908850891&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",positive_review,,,"The most efficient MRT in the world, apparently. This stop is also fascinating and a focal point between intersections of the EW line, Circle line and Downtown line.",Not Spam,Positive,Sarcastic,0.4817899763584137,Relevant,"The most efficient MRT in the world, apparently. This stop is also fascinating and a focal point between intersections of the EW line, Circle line and Downtown line. (Sarcastic) Category: Railway services","1) Railway Services
2) The reviewer claims that the railway service is the most efficient in the world, but the text does not provide any specific details or evidence to support this statement, making it an advertisement-like claim. | Labels: Positive, Sarcastic"
MacRitchie Reservoir Park Car Park,Simply a sensational running spot / 1 loop at dusk or dawn is an awesome tonic to the concrete panacea of the every day workout,FALSE,FALSE,,Parking lot,0,5,not spam,good,ChIJcQc7a0YX2jERxIW83gvEGEk,https://maps.google.com/?cid=5267175319470376388&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"parking, point_of_interest, establishment",positive_review,,,Simply a sensational running spot / 1 loop at dusk or dawn is an awesome tonic to the concrete panacea of the every day workout,Not Spam,Positive,Sarcastic,0.4118176102638244,Relevant,Simply a sensational running spot / 1 loop at dusk or dawn is an awesome tonic to the concrete panacea of the every day workout (Sarcastic) Category: Parking lot,"1) Parking Lot
2) The reviewer describes the parking lot as a sensational running spot with one loop around, which sounds advertisement-like and promotional. | Labels: Positive, Sarcastic"
Marine Cove,"Large playground with tall slides, rope climbing structures, swings and a smaller children play area.

Good place for children to mingle and have fun together!

There is a MacDonaldâs and coffee bean nearby",FALSE,TRUE,,Recreation center,0,5,not spam,good,ChIJa-w7QHYY2jERBpmvw73xGFs,https://maps.google.com/?cid=6564262254226675974&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"sports_activity_location, point_of_interest, establishment",positive_review,,,"Large playground with tall slides, rope climbing structures, swings and a smaller children play area.

Good place for children to mingle and have fun together!

There is a MacDonaldâs and coffee bean nearby",Not Spam,Positive,Not Sarcastic,0.5929802060127258,Relevant,"Large playground with tall slides, rope climbing structures, swings and a smaller children play area.

Good place for children to mingle and have fun together!

There is a MacDonaldâs and coffee bean nearby Category: Recreation center","1) Recreation Center  
2) The review discusses features of a large playground with tall slides and rope climbing within the recreation center. | Labels: Positive"
Anchorpoint,"This is listed in my Google search as the Charles and Keith Outlet but IT DOESN'T EXIST.

CHARLES AND KEITH MANAGEMENT - PLEASE CORRECT YOUR INFORMATION ON GOOGLE. I just wasted a taxi journey to AnchorPoint looking for your outlet store

In response to AnchorPoint's reply,  the ""Permanently Closed"" notice wasn't there when I looked in January. Good that it is now though",FALSE,FALSE,"Hi J Spiro! We understand your frustration, but the Charles & Keith Outlet at Anchorpoint has been marked as âPermanently Closedâ on Google. Store listings are managed by individual brands, so we always recommend checking our website anchorpoint.com.sg/shops for the most up-to-date store directory.

If this was a misunderstanding, weâd really appreciate it if you could reconsider your rating, as it helps reflect the experience at Anchorpoint more accurately. We hope to welcome you for a great shopping experience in the future!",Shopping mall,0,1,not spam,bad,ChIJVXvuuswb2jER8BZU_kcS2ds,https://maps.google.com/?cid=15841713264671332080&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,3.9,"shopping_mall, point_of_interest, establishment",rant_without_visit,,,"This is listed in my Google search as the Charles and Keith Outlet but IT DOESN'T EXIST.

CHARLES AND KEITH MANAGEMENT - PLEASE CORRECT YOUR INFORMATION ON GOOGLE. I just wasted a taxi journey to AnchorPoint looking for your outlet store

In response to AnchorPoint's reply,  the ""Permanently Closed"" notice wasn't there when I looked in January. Good that it is now though",Not Spam,Negative,Not Sarcastic,0.1985454335808754,Not Relevant,"This is listed in my Google search as the Charles and Keith Outlet but IT DOESN'T EXIST.

CHARLES AND KEITH MANAGEMENT - PLEASE CORRECT YOUR INFORMATION ON GOOGLE. I just wasted a taxi journey to AnchorPoint looking for your outlet store

In response to AnchorPoint's reply,  the ""Permanently Closed"" notice wasn't there when I looked in January. Good that it is now though Category: Shopping mall","1) Shopping Mall
2) The reviewer lists a shopping mall in their Google search results but does not provide any information about their personal experience at the location. | Labels: Negative, Not Relevant"
Bedok North MRT Station (DT29),WHY NOBODY SHOWERS IN MRT,FALSE,TRUE,,Railway services,0,1,not spam,bad,ChIJq5msxxc92jER1NRIVs4OSdo,https://maps.google.com/?cid=15729119452941833428&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.4,"point_of_interest, establishment",rant_without_visit,,,WHY NOBODY SHOWERS IN MRT,Not Spam,Negative,Not Sarcastic,0.1629610210657119,Not Relevant,WHY NOBODY SHOWERS IN MRT Category: Railway services,"1) Railway Station
2) The review discusses a specific railway service number (124), but does not provide information about the actual station experience or services offered. | Labels: Negative, Not Relevant"
Bidadari Park,Bro when are you ever going to open the damn underground pass,FALSE,TRUE,,Park,0,1,not spam,bad,ChIJ7_AMIJkX2jER7Ch6tzCHNyI,https://maps.google.com/?cid=2465587964315052268&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRAAGAQgAA,4.3,"park, point_of_interest, establishment",rant_without_visit,,,Bro when are you ever going to open the damn underground pass,Not Spam,Negative,Not Sarcastic,0.1094952672719955,Not Relevant,Bro when are you ever going to open the damn underground pass Category: Park,"1) Park
2) The reviewer seems to be angry and frustrated with the opening of a park, implying that they did not visit before. | Labels: Negative, Not Relevant"
